"ID";"StatusVanBewoning";"RegioS";"Perioden";"TotaleWoningvoorraad_1";"Koopwoningen_2";"TotaalHuurwoningen_3";"EigendomWoningcorporatie_4";"EigendomOverigeVerhuurders_5";"EigendomOnbekend_6"
"8009";"A028725";"GM1740";"2021JJ00";"    8664";"    5685";"    2977";"    2532";"     445";"       2"
"8014";"A028725";"GM0643";"2016JJ00";"";"";"";"";"";""
"8015";"A028725";"GM0643";"2017JJ00";"";"";"";"";"";""
"8016";"A028725";"GM0643";"2018JJ00";"";"";"";"";"";""
"8017";"A028725";"GM0643";"2019JJ00";"";"";"";"";"";""
"8018";"A028725";"GM0643";"2020JJ00";"";"";"";"";"";""
"8019";"A028725";"GM0643";"2021JJ00";"";"";"";"";"";""
"8024";"A028725";"GM0946";"2016JJ00";"    6930";"    4783";"    2090";"    1497";"     593";"      57"
"8025";"A028725";"GM0946";"2017JJ00";"    7009";"    4848";"    2105";"    1496";"     609";"      56"
"8026";"A028725";"GM0946";"2018JJ00";"    7116";"    4956";"    2106";"    1495";"     611";"      54"
"8027";"A028725";"GM0946";"2019JJ00";"    7143";"    5060";"    2071";"    1480";"     591";"      12"
"8028";"A028725";"GM0946";"2020JJ00";"    7185";"    5114";"    2060";"    1460";"     600";"      11"
"8029";"A028725";"GM0946";"2021JJ00";"    7266";"    5184";"    2080";"    1442";"     638";"       2"
"8034";"A028725";"GM0304";"2016JJ00";"    4542";"    3181";"    1327";"    1140";"     187";"      34"
"8035";"A028725";"GM0304";"2017JJ00";"    4629";"    3232";"    1355";"    1137";"     218";"      42"
"8036";"A028725";"GM0304";"2018JJ00";"    4672";"    3271";"    1352";"    1132";"     220";"      49"
"8037";"A028725";"GM0304";"2019JJ00";"";"";"";"";"";""
"8038";"A028725";"GM0304";"2020JJ00";"";"";"";"";"";""
"8039";"A028725";"GM0304";"2021JJ00";"";"";"";"";"";""
"8044";"A028725";"GM0356";"2016JJ00";"   26939";"   16049";"   10787";"    8549";"    2238";"     103"
"8045";"A028725";"GM0356";"2017JJ00";"   27193";"   16219";"   10832";"    8507";"    2325";"     142"
"8046";"A028725";"GM0356";"2018JJ00";"   27608";"   16283";"   11205";"    8523";"    2682";"     120"
"8047";"A028725";"GM0356";"2019JJ00";"   28004";"   16953";"   10969";"    8602";"    2367";"      82"
"8048";"A028725";"GM0356";"2020JJ00";"   28143";"   16968";"   11004";"    8581";"    2423";"     171"
"8049";"A028725";"GM0356";"2021JJ00";"   28612";"   17045";"   11515";"    8681";"    2834";"      52"
"8054";"A028725";"GM0569";"2016JJ00";"   10459";"    7440";"    2982";"    2285";"     697";"      37"
"8055";"A028725";"GM0569";"2017JJ00";"   10700";"    7649";"    3010";"    2279";"     731";"      41"
"8056";"A028725";"GM0569";"2018JJ00";"   10899";"    7856";"    2988";"    2344";"     644";"      55"
"8057";"A028725";"GM0569";"2019JJ00";"   11061";"    8037";"    3013";"    2359";"     654";"      11"
"8058";"A028725";"GM0569";"2020JJ00";"   11142";"    8099";"    3026";"    2374";"     652";"      17"
"8059";"A028725";"GM0569";"2021JJ00";"   11316";"    8243";"    3067";"    2395";"     672";"       6"
"8064";"A028725";"GM0571";"2016JJ00";"";"";"";"";"";""
"8065";"A028725";"GM0571";"2017JJ00";"";"";"";"";"";""
"8066";"A028725";"GM0571";"2018JJ00";"";"";"";"";"";""
"8067";"A028725";"GM0571";"2019JJ00";"";"";"";"";"";""
"8068";"A028725";"GM0571";"2020JJ00";"";"";"";"";"";""
"8069";"A028725";"GM0571";"2021JJ00";"";"";"";"";"";""
"8074";"A028725";"GM0267";"2016JJ00";"   15660";"   10769";"    4887";"    3749";"    1138";"       4"
"8075";"A028725";"GM0267";"2017JJ00";"   15948";"   10978";"    4966";"    3806";"    1160";"       4"
"8076";"A028725";"GM0267";"2018JJ00";"   16173";"   11138";"    4966";"    3828";"    1138";"      69"
"8077";"A028725";"GM0267";"2019JJ00";"   16648";"   11739";"    4903";"    3891";"    1012";"       6"
"8078";"A028725";"GM0267";"2020JJ00";"   16830";"   11880";"    4939";"    3900";"    1039";"      11"
"8079";"A028725";"GM0267";"2021JJ00";"   16888";"   11956";"    4929";"    3849";"    1080";"       3"
"8084";"A028725";"GM0268";"2016JJ00";"   76148";"   31413";"   44312";"   32819";"   11493";"     423"
"8085";"A028725";"GM0268";"2017JJ00";"   75038";"   31927";"   42702";"   31102";"   11600";"     409"
"8086";"A028725";"GM0268";"2018JJ00";"   76434";"   33280";"   42766";"   31287";"   11479";"     388"
"8087";"A028725";"GM0268";"2019JJ00";"   77857";"   34205";"   43398";"   31405";"   11993";"     254"
"8088";"A028725";"GM0268";"2020JJ00";"   79037";"   34681";"   43978";"   31639";"   12339";"     378"
"8089";"A028725";"GM0268";"2021JJ00";"   79455";"   34830";"   44538";"   31515";"   13023";"      87"
"8094";"A028725";"GM1930";"2016JJ00";"   37799";"   21715";"   16077";"   14142";"    1935";"       7"
"8095";"A028725";"GM1930";"2017JJ00";"   37994";"   21837";"   16103";"   14471";"    1632";"      54"
"8096";"A028725";"GM1930";"2018JJ00";"   37779";"   21590";"   16131";"   14495";"    1636";"      58"
"8097";"A028725";"GM1930";"2019JJ00";"   37876";"   22156";"   15703";"   14396";"    1307";"      17"
"8098";"A028725";"GM1930";"2020JJ00";"   37917";"   22312";"   15589";"   14198";"    1391";"      16"
"8099";"A028725";"GM1930";"2021JJ00";"   38070";"   22597";"   15461";"   14056";"    1405";"      12"
"8104";"A028725";"GM1970";"2016JJ00";"";"";"";"";"";""
"8105";"A028725";"GM1970";"2017JJ00";"";"";"";"";"";""
"8106";"A028725";"GM1970";"2018JJ00";"";"";"";"";"";""
"8107";"A028725";"GM1970";"2019JJ00";"   19355";"   13091";"    6175";"    4863";"    1312";"      89"
"8108";"A028725";"GM1970";"2020JJ00";"   19520";"   13133";"    6289";"    4835";"    1454";"      98"
"8109";"A028725";"GM1970";"2021JJ00";"   19717";"   13264";"    6444";"    4860";"    1584";"       9"
"8114";"A028725";"GM1695";"2016JJ00";"    3462";"    2500";"     952";"     625";"     327";"      10"
"8115";"A028725";"GM1695";"2017JJ00";"    3450";"    2495";"     951";"     607";"     344";"       4"
"8116";"A028725";"GM1695";"2018JJ00";"    3471";"    2549";"     917";"     609";"     308";"       5"
"8117";"A028725";"GM1695";"2019JJ00";"    3480";"    2609";"     852";"     594";"     258";"      19"
"8118";"A028725";"GM1695";"2020JJ00";"    3534";"    2660";"     857";"     592";"     265";"      17"
"8119";"A028725";"GM1695";"2021JJ00";"    3654";"    2743";"     903";"     619";"     284";"       8"
"8124";"A028725";"GM1699";"2016JJ00";"   13512";"    9585";"    3786";"    2727";"    1059";"     141"
"8125";"A028725";"GM1699";"2017JJ00";"   13628";"    9740";"    3751";"    2749";"    1002";"     137"
"8126";"A028725";"GM1699";"2018JJ00";"   13671";"    9759";"    3769";"    2738";"    1031";"     143"
"8127";"A028725";"GM1699";"2019JJ00";"   13716";"    9925";"    3753";"    2710";"    1043";"      38"
"8128";"A028725";"GM1699";"2020JJ00";"   13804";"    9999";"    3704";"    2705";"     999";"     101"
"8129";"A028725";"GM1699";"2021JJ00";"   13846";"   10019";"    3801";"    2701";"    1100";"      26"
"8134";"A028725";"GM0171";"2016JJ00";"   18605";"   12339";"    6108";"    4803";"    1305";"     158"
"8135";"A028725";"GM0171";"2017JJ00";"   18653";"   12239";"    6264";"    4753";"    1511";"     150"
"8136";"A028725";"GM0171";"2018JJ00";"   18859";"   12472";"    6223";"    4844";"    1379";"     164"
"8137";"A028725";"GM0171";"2019JJ00";"   19000";"   12795";"    6198";"    4811";"    1387";"       7"
"8138";"A028725";"GM0171";"2020JJ00";"   19101";"   12868";"    6226";"    4787";"    1439";"       7"
"8139";"A028725";"GM0171";"2021JJ00";"   19305";"   12995";"    6308";"    4772";"    1536";"       2"
"8144";"A028725";"GM0575";"2016JJ00";"   11031";"    7030";"    3742";"    2222";"    1520";"     259"
"8145";"A028725";"GM0575";"2017JJ00";"   11094";"    7037";"    3787";"    2204";"    1583";"     270"
"8146";"A028725";"GM0575";"2018JJ00";"   11194";"    7136";"    3804";"    2213";"    1591";"     254"
"8147";"A028725";"GM0575";"2019JJ00";"   18133";"   11620";"    6351";"    4076";"    2275";"     162"
"8148";"A028725";"GM0575";"2020JJ00";"   18376";"   11766";"    6461";"    4114";"    2347";"     149"
"8149";"A028725";"GM0575";"2021JJ00";"   18676";"   12054";"    6608";"    4127";"    2481";"      14"
"8154";"A028725";"GM0576";"2016JJ00";"    6580";"    4062";"    2452";"    1888";"     564";"      66"
"8155";"A028725";"GM0576";"2017JJ00";"    6719";"    4148";"    2503";"    1877";"     626";"      68"
"8156";"A028725";"GM0576";"2018JJ00";"    6780";"    4238";"    2464";"    1876";"     588";"      78"
"8157";"A028725";"GM0576";"2019JJ00";"";"";"";"";"";""
"8158";"A028725";"GM0576";"2020JJ00";"";"";"";"";"";""
"8159";"A028725";"GM0576";"2021JJ00";"";"";"";"";"";""
"8164";"A028725";"GM0820";"2016JJ00";"    9687";"    7177";"    2504";"    1609";"     895";"       6"
"8165";"A028725";"GM0820";"2017JJ00";"    9689";"    7224";"    2458";"    1619";"     839";"       7"
"8166";"A028725";"GM0820";"2018JJ00";"    9749";"    7425";"    2301";"    1619";"     682";"      23"
"8167";"A028725";"GM0820";"2019JJ00";"    9899";"    7515";"    2370";"    1622";"     748";"      14"
"8168";"A028725";"GM0820";"2020JJ00";"    9997";"    7548";"    2438";"    1632";"     806";"      11"
"8169";"A028725";"GM0820";"2021JJ00";"   10156";"    7725";"    2428";"    1625";"     803";"       3"
"8174";"A028725";"GM0302";"2016JJ00";"    9946";"    6301";"    3559";"    2464";"    1095";"      86"
"8175";"A028725";"GM0302";"2017JJ00";"    9996";"    6351";"    3551";"    2472";"    1079";"      94"
"8176";"A028725";"GM0302";"2018JJ00";"   10179";"    6639";"    3439";"    2532";"     907";"     101"
"8177";"A028725";"GM0302";"2019JJ00";"   10383";"    6768";"    3567";"    2588";"     979";"      48"
"8178";"A028725";"GM0302";"2020JJ00";"   10558";"    6918";"    3576";"    2587";"     989";"      64"
"8179";"A028725";"GM0302";"2021JJ00";"   10775";"    7025";"    3721";"    2602";"    1119";"      29"
"8184";"A028725";"GM0951";"2016JJ00";"    6640";"    4770";"    1870";"    1333";"     537";"       0"
"8185";"A028725";"GM0951";"2017JJ00";"    6656";"    4779";"    1877";"    1311";"     566";"       0"
"8186";"A028725";"GM0951";"2018JJ00";"    6658";"    4866";"    1789";"    1294";"     495";"       3"
"8187";"A028725";"GM0951";"2019JJ00";"";"";"";"";"";""
"8188";"A028725";"GM0951";"2020JJ00";"";"";"";"";"";""
"8189";"A028725";"GM0951";"2021JJ00";"";"";"";"";"";""
"8194";"A028725";"GM0579";"2016JJ00";"    9915";"    7108";"    2724";"    1713";"    1011";"      83"
"8195";"A028725";"GM0579";"2017JJ00";"   10103";"    7240";"    2778";"    1718";"    1060";"      85"
"8196";"A028725";"GM0579";"2018JJ00";"   10144";"    7184";"    2879";"    1733";"    1146";"      81"
"8197";"A028725";"GM0579";"2019JJ00";"   10335";"    7475";"    2783";"    1735";"    1048";"      77"
"8198";"A028725";"GM0579";"2020JJ00";"   10464";"    7538";"    2900";"    1702";"    1198";"      26"
"8199";"A028725";"GM0579";"2021JJ00";"   10627";"    7641";"    2970";"    1759";"    1211";"      16"
"8204";"A028725";"GM0823";"2016JJ00";"    7138";"    5580";"    1553";"     965";"     588";"       5"
"8205";"A028725";"GM0823";"2017JJ00";"    7360";"    5645";"    1579";"     975";"     604";"     136"
"8206";"A028725";"GM0823";"2018JJ00";"    7428";"    5741";"    1565";"    1000";"     565";"     122"
"8207";"A028725";"GM0823";"2019JJ00";"    7517";"    5791";"    1718";"     994";"     724";"       8"
"8208";"A028725";"GM0823";"2020JJ00";"    7584";"    5844";"    1728";"     996";"     732";"      12"
"8209";"A028725";"GM0823";"2021JJ00";"    7658";"    5895";"    1757";"    1008";"     749";"       6"
"8214";"A028725";"GM0824";"2016JJ00";"   10663";"    7161";"    3443";"    2385";"    1058";"      59"
"8215";"A028725";"GM0824";"2017JJ00";"   10779";"    7260";"    3464";"    2396";"    1068";"      55"
"8216";"A028725";"GM0824";"2018JJ00";"   10889";"    7543";"    3280";"    2416";"     864";"      66"
"8217";"A028725";"GM0824";"2019JJ00";"   10981";"    7645";"    3326";"    2402";"     924";"      10"
"8218";"A028725";"GM0824";"2020JJ00";"   11087";"    7655";"    3403";"    2390";"    1013";"      29"
"8219";"A028725";"GM0824";"2021JJ00";"   13575";"    9448";"    4089";"    2811";"    1278";"      38"
"8224";"A028725";"GM1895";"2016JJ00";"   17559";"   11035";"    6479";"    4883";"    1596";"      45"
"8225";"A028725";"GM1895";"2017JJ00";"   17601";"   11042";"    6517";"    4879";"    1638";"      42"
"8226";"A028725";"GM1895";"2018JJ00";"   17678";"   11255";"    6379";"    4870";"    1509";"      44"
"8227";"A028725";"GM1895";"2019JJ00";"   17712";"   11428";"    6264";"    4824";"    1440";"      20"
"8228";"A028725";"GM1895";"2020JJ00";"   17824";"   11449";"    6356";"    4846";"    1510";"      19"
"8229";"A028725";"GM1895";"2021JJ00";"   17872";"   11564";"    6300";"    4576";"    1724";"       8"
"8234";"A028725";"GM0269";"2016JJ00";"    8723";"    6033";"    2626";"    2104";"     522";"      64"
"8235";"A028725";"GM0269";"2017JJ00";"    8808";"    6112";"    2643";"    2081";"     562";"      53"
"8236";"A028725";"GM0269";"2018JJ00";"    8913";"    6181";"    2659";"    2072";"     587";"      73"
"8237";"A028725";"GM0269";"2019JJ00";"    8978";"    6161";"    2795";"    2105";"     690";"      22"
"8238";"A028725";"GM0269";"2020JJ00";"    9015";"    6219";"    2780";"    2106";"     674";"      16"
"8239";"A028725";"GM0269";"2021JJ00";"    9113";"    6325";"    2786";"    2096";"     690";"       2"
"8244";"A028725";"GM0173";"2016JJ00";"   13855";"    8435";"    5222";"    4246";"     976";"     198"
"8245";"A028725";"GM0173";"2017JJ00";"   13883";"    8398";"    5280";"    4251";"    1029";"     205"
"8246";"A028725";"GM0173";"2018JJ00";"   13938";"    8654";"    5147";"    4195";"     952";"     137"
"8247";"A028725";"GM0173";"2019JJ00";"   13977";"    8693";"    5271";"    4207";"    1064";"      13"
"8248";"A028725";"GM0173";"2020JJ00";"   14115";"    8827";"    5276";"    4169";"    1107";"      12"
"8249";"A028725";"GM0173";"2021JJ00";"   14152";"    8868";"    5273";"    4110";"    1163";"      11"
"8254";"A028725";"GM1773";"2016JJ00";"    7136";"    4904";"    2220";"    1711";"     509";"      12"
"8255";"A028725";"GM1773";"2017JJ00";"    7219";"    4894";"    2283";"    1701";"     582";"      42"
"8256";"A028725";"GM1773";"2018JJ00";"    7365";"    5046";"    2310";"    1732";"     578";"       9"
"8257";"A028725";"GM1773";"2019JJ00";"    7433";"    5157";"    2271";"    1725";"     546";"       5"
"8258";"A028725";"GM1773";"2020JJ00";"    7470";"    5209";"    2257";"    1721";"     536";"       4"
"8259";"A028725";"GM1773";"2021JJ00";"    7586";"    5314";"    2272";"    1715";"     557";"       0"
"8264";"A028725";"GM0175";"2016JJ00";"    6663";"    4679";"    1958";"    1211";"     747";"      26"
"8265";"A028725";"GM0175";"2017JJ00";"    6774";"    4752";"    2003";"    1206";"     797";"      19"
"8266";"A028725";"GM0175";"2018JJ00";"    6885";"    4963";"    1892";"    1206";"     686";"      30"
"8267";"A028725";"GM0175";"2019JJ00";"    7031";"    5004";"    2003";"    1332";"     671";"      24"
"8268";"A028725";"GM0175";"2020JJ00";"    7122";"    5090";"    2023";"    1320";"     703";"       9"
"8269";"A028725";"GM0175";"2021JJ00";"    7230";"    5182";"    2025";"    1326";"     699";"      23"
"8274";"A028725";"GM0881";"2016JJ00";"    3355";"    2479";"     872";"     618";"     254";"       4"
"8275";"A028725";"GM0881";"2017JJ00";"    3382";"    2487";"     890";"     626";"     264";"       5"
"8276";"A028725";"GM0881";"2018JJ00";"    3402";"    2522";"     875";"     629";"     246";"       5"
"8277";"A028725";"GM0881";"2019JJ00";"";"";"";"";"";""
"8278";"A028725";"GM0881";"2020JJ00";"";"";"";"";"";""
"8279";"A028725";"GM0881";"2021JJ00";"";"";"";"";"";""
"8284";"A028725";"GM1586";"2016JJ00";"   12273";"    9020";"    3242";"    1915";"    1327";"      11"
"8285";"A028725";"GM1586";"2017JJ00";"   12339";"    9033";"    3296";"    1909";"    1387";"      10"
"8286";"A028725";"GM1586";"2018JJ00";"   12403";"    9291";"    3106";"    1904";"    1202";"       6"
"8287";"A028725";"GM1586";"2019JJ00";"   12496";"    9389";"    3107";"    1923";"    1184";"       0"
"8288";"A028725";"GM1586";"2020JJ00";"   12557";"    9414";"    3138";"    1923";"    1215";"       5"
"8289";"A028725";"GM1586";"2021JJ00";"   12559";"    9478";"    3079";"    1900";"    1179";"       2"
"8294";"A028725";"GM0826";"2016JJ00";"   23321";"   13893";"    9347";"    7678";"    1669";"      81"
"8295";"A028725";"GM0826";"2017JJ00";"   23601";"   14023";"    9495";"    7819";"    1676";"      83"
"8296";"A028725";"GM0826";"2018JJ00";"   23888";"   14061";"    9738";"    7850";"    1888";"      89"
"8297";"A028725";"GM0826";"2019JJ00";"   24301";"   14745";"    9477";"    8039";"    1438";"      79"
"8298";"A028725";"GM0826";"2020JJ00";"   24390";"   14911";"    9396";"    7941";"    1455";"      83"
"8299";"A028725";"GM0826";"2021JJ00";"   24474";"   14989";"    9407";"    7924";"    1483";"      78"
"8304";"A028725";"GM0580";"2016JJ00";"";"";"";"";"";""
"8305";"A028725";"GM0580";"2017JJ00";"";"";"";"";"";""
"8306";"A028725";"GM0580";"2018JJ00";"";"";"";"";"";""
"8307";"A028725";"GM0580";"2019JJ00";"";"";"";"";"";""
"8308";"A028725";"GM0580";"2020JJ00";"";"";"";"";"";""
"8309";"A028725";"GM0580";"2021JJ00";"";"";"";"";"";""
"8314";"A028725";"GM0085";"2016JJ00";"   10785";"    7065";"    3716";"    3047";"     669";"       4"
"8315";"A028725";"GM0085";"2017JJ00";"   10822";"    7080";"    3740";"    3040";"     700";"       2"
"8316";"A028725";"GM0085";"2018JJ00";"   10862";"    7191";"    3663";"    3052";"     611";"       8"
"8317";"A028725";"GM0085";"2019JJ00";"   10896";"    7363";"    3518";"    2984";"     534";"      15"
"8318";"A028725";"GM0085";"2020JJ00";"   10908";"    7389";"    3502";"    2969";"     533";"      17"
"8319";"A028725";"GM0085";"2021JJ00";"   10950";"    7428";"    3518";"    2938";"     580";"       4"
"8324";"A028725";"GM0431";"2016JJ00";"    3931";"    2567";"    1341";"    1103";"     238";"      23"
"8325";"A028725";"GM0431";"2017JJ00";"    3964";"    2592";"    1350";"    1112";"     238";"      22"
"8326";"A028725";"GM0431";"2018JJ00";"    3986";"    2663";"    1299";"    1110";"     189";"      24"
"8327";"A028725";"GM0431";"2019JJ00";"    3978";"    2691";"    1286";"    1126";"     160";"       1"
"8328";"A028725";"GM0431";"2020JJ00";"    3970";"    2687";"    1282";"    1105";"     177";"       1"
"8329";"A028725";"GM0431";"2021JJ00";"    3984";"    2710";"    1274";"    1102";"     172";"       0"
"8334";"A028725";"GM0432";"2016JJ00";"    4502";"    3364";"    1137";"      60";"    1077";"       1"
"8335";"A028725";"GM0432";"2017JJ00";"    4553";"    3403";"    1150";"      62";"    1088";"       0"
"8336";"A028725";"GM0432";"2018JJ00";"    4602";"    3476";"    1125";"      60";"    1065";"       1"
"8337";"A028725";"GM0432";"2019JJ00";"    4639";"    3555";"    1084";"      61";"    1023";"       0"
"8338";"A028725";"GM0432";"2020JJ00";"    4701";"    3607";"    1093";"      27";"    1066";"       1"
"8339";"A028725";"GM0432";"2021JJ00";"    4809";"    3665";"    1144";"      77";"    1067";"       0"
"8344";"A028725";"GM0086";"2016JJ00";"   12397";"    8639";"    3489";"    2871";"     618";"     269"
"8345";"A028725";"GM0086";"2017JJ00";"   12420";"    8668";"    3488";"    2835";"     653";"     264"
"8346";"A028725";"GM0086";"2018JJ00";"   12485";"    8774";"    3449";"    2820";"     629";"     262"
"8347";"A028725";"GM0086";"2019JJ00";"   12563";"    8913";"    3629";"    2843";"     786";"      21"
"8348";"A028725";"GM0086";"2020JJ00";"   12655";"    8951";"    3681";"    2850";"     831";"      23"
"8349";"A028725";"GM0086";"2021JJ00";"   12694";"    8989";"    3702";"    2839";"     863";"       3"
"8354";"A028725";"GM0828";"2016JJ00";"   37568";"   23621";"   13684";"   10697";"    2987";"     263"
"8355";"A028725";"GM0828";"2017JJ00";"   37910";"   23695";"   13921";"   10744";"    3177";"     294"
"8356";"A028725";"GM0828";"2018JJ00";"   38282";"   24261";"   13698";"   10786";"    2912";"     323"
"8357";"A028725";"GM0828";"2019JJ00";"   38658";"   24574";"   14066";"   11041";"    3025";"      18"
"8358";"A028725";"GM0828";"2020JJ00";"   39060";"   24805";"   14220";"   11020";"    3200";"      35"
"8359";"A028725";"GM0828";"2021JJ00";"   39405";"   25019";"   14374";"   11051";"    3323";"      12"
"8364";"A028725";"GM0584";"2016JJ00";"    9615";"    6395";"    3207";"    2734";"     473";"      13"
"8365";"A028725";"GM0584";"2017JJ00";"    9774";"    6472";"    3289";"    2760";"     529";"      13"
"8366";"A028725";"GM0584";"2018JJ00";"    9910";"    6671";"    3226";"    2789";"     437";"      13"
"8367";"A028725";"GM0584";"2019JJ00";"";"";"";"";"";""
"8368";"A028725";"GM0584";"2020JJ00";"";"";"";"";"";""
"8369";"A028725";"GM0584";"2021JJ00";"";"";"";"";"";""
"8374";"A028725";"GM1509";"2016JJ00";"   16690";"   11046";"    5387";"    4134";"    1253";"     257"
"8375";"A028725";"GM1509";"2017JJ00";"   16738";"   11069";"    5413";"    4134";"    1279";"     256"
"8376";"A028725";"GM1509";"2018JJ00";"   16756";"   11120";"    5377";"    4119";"    1258";"     259"
"8377";"A028725";"GM1509";"2019JJ00";"   16844";"   11080";"    5746";"    4192";"    1554";"      18"
"8378";"A028725";"GM1509";"2020JJ00";"   16874";"   11110";"    5748";"    4222";"    1526";"      16"
"8379";"A028725";"GM1509";"2021JJ00";"   16940";"   11226";"    5705";"    4220";"    1485";"       9"
"8384";"A028725";"GM0437";"2016JJ00";"    5654";"    3224";"    2428";"    1787";"     641";"       2"
"8385";"A028725";"GM0437";"2017JJ00";"    5673";"    3248";"    2422";"    1786";"     636";"       3"
"8386";"A028725";"GM0437";"2018JJ00";"    5684";"    3284";"    2392";"    1788";"     604";"       8"
"8387";"A028725";"GM0437";"2019JJ00";"    5920";"    3358";"    2556";"    1939";"     617";"       6"
"8388";"A028725";"GM0437";"2020JJ00";"    5969";"    3363";"    2598";"    1949";"     649";"       8"
"8389";"A028725";"GM0437";"2021JJ00";"    6053";"    3361";"    2688";"    1941";"     747";"       4"
"8394";"A028725";"GM0644";"2016JJ00";"";"";"";"";"";""
"8395";"A028725";"GM0644";"2017JJ00";"";"";"";"";"";""
"8396";"A028725";"GM0644";"2018JJ00";"";"";"";"";"";""
"8397";"A028725";"GM0644";"2019JJ00";"";"";"";"";"";""
"8398";"A028725";"GM0644";"2020JJ00";"";"";"";"";"";""
"8399";"A028725";"GM0644";"2021JJ00";"";"";"";"";"";""
"8404";"A028725";"GM0589";"2016JJ00";"    4063";"    2798";"    1222";"     916";"     306";"      43"
"8405";"A028725";"GM0589";"2017JJ00";"    4129";"    2871";"    1223";"     916";"     307";"      35"
"8406";"A028725";"GM0589";"2018JJ00";"    4106";"    2909";"    1186";"     904";"     282";"      11"
"8407";"A028725";"GM0589";"2019JJ00";"    4109";"    2908";"    1196";"     894";"     302";"       5"
"8408";"A028725";"GM0589";"2020JJ00";"    4156";"    2926";"    1227";"     925";"     302";"       3"
"8409";"A028725";"GM0589";"2021JJ00";"    4142";"    2927";"    1214";"     917";"     297";"       1"
"8414";"A028725";"GM1734";"2016JJ00";"   18696";"   12500";"    6057";"    4224";"    1833";"     139"
"8415";"A028725";"GM1734";"2017JJ00";"   18852";"   12495";"    6220";"    4245";"    1975";"     137"
"8416";"A028725";"GM1734";"2018JJ00";"   18986";"   12743";"    6096";"    4224";"    1872";"     147"
"8417";"A028725";"GM1734";"2019JJ00";"   19189";"   13169";"    5968";"    4333";"    1635";"      52"
"8418";"A028725";"GM1734";"2020JJ00";"   19385";"   13272";"    6059";"    4340";"    1719";"      54"
"8419";"A028725";"GM1734";"2021JJ00";"   19570";"   13402";"    6167";"    4373";"    1794";"       1"
"8424";"A028725";"GM0590";"2016JJ00";"   13840";"    8815";"    5000";"    4118";"     882";"      25"
"8425";"A028725";"GM0590";"2017JJ00";"   13880";"    8845";"    4996";"    4115";"     881";"      39"
"8426";"A028725";"GM0590";"2018JJ00";"   13923";"    9024";"    4848";"    4093";"     755";"      51"
"8427";"A028725";"GM0590";"2019JJ00";"   13997";"    9148";"    4783";"    4089";"     694";"      66"
"8428";"A028725";"GM0590";"2020JJ00";"   13942";"    9121";"    4759";"    4074";"     685";"      62"
"8429";"A028725";"GM0590";"2021JJ00";"   14047";"    9180";"    4859";"    4085";"     774";"       8"
"8434";"A028725";"GM1894";"2016JJ00";"   17355";"   12381";"    4852";"    3749";"    1103";"     122"
"8435";"A028725";"GM1894";"2017JJ00";"   17456";"   12504";"    4844";"    3722";"    1122";"     108"
"8436";"A028725";"GM1894";"2018JJ00";"   17535";"   12682";"    4744";"    3431";"    1313";"     109"
"8437";"A028725";"GM1894";"2019JJ00";"   17662";"   12918";"    4714";"    3632";"    1082";"      30"
"8438";"A028725";"GM1894";"2020JJ00";"   17816";"   13032";"    4752";"    3601";"    1151";"      32"
"8439";"A028725";"GM1894";"2021JJ00";"   17921";"   13149";"    4748";"    3638";"    1110";"      24"
"8444";"A028725";"GM0765";"2016JJ00";"    5482";"    3529";"    1952";"    1477";"     475";"       1"
"8445";"A028725";"GM0765";"2017JJ00";"    5466";"    3524";"    1933";"    1461";"     472";"       9"
"8446";"A028725";"GM0765";"2018JJ00";"    5480";"    3500";"    1968";"    1480";"     488";"      12"
"8447";"A028725";"GM0765";"2019JJ00";"    5511";"    3581";"    1925";"    1521";"     404";"       5"
"8448";"A028725";"GM0765";"2020JJ00";"    5512";"    3555";"    1955";"    1517";"     438";"       2"
"8449";"A028725";"GM0765";"2021JJ00";"    5509";"    3575";"    1933";"    1382";"     551";"       1"
"8454";"A028725";"GM1926";"2016JJ00";"   19524";"   13614";"    5840";"    4266";"    1574";"      70"
"8455";"A028725";"GM1926";"2017JJ00";"   19864";"   13871";"    5918";"    4249";"    1669";"      75"
"8456";"A028725";"GM1926";"2018JJ00";"   20298";"   14202";"    6009";"    4198";"    1811";"      87"
"8457";"A028725";"GM1926";"2019JJ00";"   20617";"   14803";"    5809";"    4189";"    1620";"       5"
"8458";"A028725";"GM1926";"2020JJ00";"   21001";"   15017";"    5980";"    4255";"    1725";"       4"
"8459";"A028725";"GM1926";"2021JJ00";"   21226";"   15225";"    5996";"    4272";"    1724";"       5"
"8464";"A028725";"GM0439";"2016JJ00";"   34738";"   20440";"   14199";"   12049";"    2150";"      99"
"8465";"A028725";"GM0439";"2017JJ00";"   34855";"   20468";"   14292";"   11991";"    2301";"      95"
"8466";"A028725";"GM0439";"2018JJ00";"   34984";"   20617";"   14247";"   12078";"    2169";"     120"
"8467";"A028725";"GM0439";"2019JJ00";"   35030";"   20998";"   14026";"   12149";"    1877";"       6"
"8468";"A028725";"GM0439";"2020JJ00";"   35643";"   21276";"   14356";"   12203";"    2153";"      11"
"8469";"A028725";"GM0439";"2021JJ00";"   36157";"   21468";"   14681";"   12361";"    2320";"       8"
"8474";"A028725";"GM0273";"2016JJ00";"    9153";"    6150";"    2932";"    1984";"     948";"      71"
"8475";"A028725";"GM0273";"2017JJ00";"    9203";"    6176";"    2959";"    1998";"     961";"      68"
