"ID";"StatusVanBewoning";"RegioS";"Perioden";"TotaleWoningvoorraad_1";"Koopwoningen_2";"TotaalHuurwoningen_3";"EigendomWoningcorporatie_4";"EigendomOverigeVerhuurders_5";"EigendomOnbekend_6"
"1387";"T001235";"GM0150";"2019JJ00";"   45313";"   25328";"   19894";"   13547";"    6347";"      91"
"1388";"T001235";"GM0150";"2020JJ00";"   45988";"   25407";"   20361";"   13739";"    6622";"     220"
"1389";"T001235";"GM0150";"2021JJ00";"   46224";"   25540";"   20642";"   13588";"    7054";"      42"
"1394";"T001235";"GM0384";"2016JJ00";"   13216";"    5115";"    7322";"    3682";"    3640";"     779"
"1395";"T001235";"GM0384";"2017JJ00";"   12770";"    5182";"    7364";"    3638";"    3726";"     224"
"1396";"T001235";"GM0384";"2018JJ00";"   13136";"    5521";"    7381";"    3603";"    3778";"     234"
"1397";"T001235";"GM0384";"2019JJ00";"   13803";"    5972";"    7815";"    3764";"    4051";"      16"
"1398";"T001235";"GM0384";"2020JJ00";"   15015";"    6122";"    8869";"    3759";"    5110";"      24"
"1399";"T001235";"GM0384";"2021JJ00";"   15467";"    6246";"    9195";"    3760";"    5435";"      26"
"1404";"T001235";"GM1774";"2016JJ00";"   10528";"    7581";"    2686";"    1435";"    1251";"     261"
"1405";"T001235";"GM1774";"2017JJ00";"   10661";"    7701";"    2697";"    1433";"    1264";"     263"
"1406";"T001235";"GM1774";"2018JJ00";"   10774";"    7934";"    2566";"    1432";"    1134";"     274"
"1407";"T001235";"GM1774";"2019JJ00";"   10900";"    8061";"    2802";"    1419";"    1383";"      37"
"1408";"T001235";"GM1774";"2020JJ00";"   10939";"    8084";"    2817";"    1418";"    1399";"      38"
"1409";"T001235";"GM1774";"2021JJ00";"   11047";"    8178";"    2861";"    1399";"    1462";"       8"
"1414";"T001235";"GM0504";"2016JJ00";"";"";"";"";"";""
"1415";"T001235";"GM0504";"2017JJ00";"";"";"";"";"";""
"1416";"T001235";"GM0504";"2018JJ00";"";"";"";"";"";""
"1417";"T001235";"GM0504";"2019JJ00";"";"";"";"";"";""
"1418";"T001235";"GM0504";"2020JJ00";"";"";"";"";"";""
"1419";"T001235";"GM0504";"2021JJ00";"";"";"";"";"";""
"1424";"T001235";"GM0221";"2016JJ00";"    5238";"    2685";"    2544";"    2086";"     458";"       9"
"1425";"T001235";"GM0221";"2017JJ00";"    5248";"    2693";"    2547";"    2086";"     461";"       8"
"1426";"T001235";"GM0221";"2018JJ00";"    5279";"    2753";"    2520";"    2116";"     404";"       6"
"1427";"T001235";"GM0221";"2019JJ00";"    5286";"    2777";"    2505";"    2094";"     411";"       4"
"1428";"T001235";"GM0221";"2020JJ00";"    5293";"    2789";"    2498";"    2083";"     415";"       6"
"1429";"T001235";"GM0221";"2021JJ00";"    5313";"    2818";"    2494";"    2080";"     414";"       1"
"1434";"T001235";"GM0222";"2016JJ00";"   25180";"   14975";"   10118";"    7481";"    2637";"      87"
"1435";"T001235";"GM0222";"2017JJ00";"   25477";"   15062";"   10303";"    7565";"    2738";"     112"
"1436";"T001235";"GM0222";"2018JJ00";"   25628";"   14922";"   10572";"    7575";"    2997";"     134"
"1437";"T001235";"GM0222";"2019JJ00";"   25926";"   15486";"   10352";"    7770";"    2582";"      88"
"1438";"T001235";"GM0222";"2020JJ00";"   26129";"   15612";"   10486";"    7769";"    2717";"      31"
"1439";"T001235";"GM0222";"2021JJ00";"   26509";"   15841";"   10661";"    7798";"    2863";"       7"
"1444";"T001235";"GM0766";"2016JJ00";"   10792";"    7481";"    3294";"    2482";"     812";"      17"
"1445";"T001235";"GM0766";"2017JJ00";"   10838";"    7493";"    3329";"    2450";"     879";"      16"
"1446";"T001235";"GM0766";"2018JJ00";"   11075";"    7613";"    3435";"    2537";"     898";"      27"
"1447";"T001235";"GM0766";"2019JJ00";"   11241";"    7883";"    3351";"    2386";"     965";"       7"
"1448";"T001235";"GM0766";"2020JJ00";"   11289";"    7984";"    3293";"    2310";"     983";"      12"
"1449";"T001235";"GM0766";"2021JJ00";"   11456";"    8048";"    3401";"    2408";"     993";"       7"
"1454";"T001235";"GM0058";"2016JJ00";"   10886";"    6901";"    3774";"    2892";"     882";"     211"
"1455";"T001235";"GM0058";"2017JJ00";"   10983";"    6891";"    3881";"    2930";"     951";"     211"
"1456";"T001235";"GM0058";"2018JJ00";"   11024";"    6979";"    3826";"    2917";"     909";"     219"
"1457";"T001235";"GM0058";"2019JJ00";"";"";"";"";"";""
"1458";"T001235";"GM0058";"2020JJ00";"";"";"";"";"";""
"1459";"T001235";"GM0058";"2021JJ00";"";"";"";"";"";""
"1464";"T001235";"GM0505";"2016JJ00";"   54853";"   30536";"   24031";"   16978";"    7053";"     286"
"1465";"T001235";"GM0505";"2017JJ00";"   54868";"   30558";"   24023";"   16718";"    7305";"     287"
"1466";"T001235";"GM0505";"2018JJ00";"   55059";"   31049";"   23719";"   16656";"    7063";"     291"
"1467";"T001235";"GM0505";"2019JJ00";"   55008";"   31761";"   23186";"   16331";"    6855";"      61"
"1468";"T001235";"GM0505";"2020JJ00";"   55279";"   31933";"   23287";"   16227";"    7060";"      59"
"1469";"T001235";"GM0505";"2021JJ00";"   55813";"   32144";"   23648";"   16168";"    7480";"      21"
"1474";"T001235";"GM0498";"2016JJ00";"    8107";"    5978";"    2051";"    1622";"     429";"      78"
"1475";"T001235";"GM0498";"2017JJ00";"    8154";"    6026";"    2051";"    1623";"     428";"      77"
"1476";"T001235";"GM0498";"2018JJ00";"    8202";"    6052";"    2066";"    1620";"     446";"      84"
"1477";"T001235";"GM0498";"2019JJ00";"    8280";"    6133";"    2087";"    1683";"     404";"      60"
"1478";"T001235";"GM0498";"2020JJ00";"    8373";"    6168";"    2150";"    1719";"     431";"      55"
"1479";"T001235";"GM0498";"2021JJ00";"    8410";"    6200";"    2208";"    1696";"     512";"       2"
"1484";"T001235";"GM1719";"2016JJ00";"   11501";"    8070";"    3298";"    2630";"     668";"     133"
"1485";"T001235";"GM1719";"2017JJ00";"   11601";"    8135";"    3335";"    2642";"     693";"     131"
"1486";"T001235";"GM1719";"2018JJ00";"   11708";"    8293";"    3232";"    2630";"     602";"     183"
"1487";"T001235";"GM1719";"2019JJ00";"   11779";"    8380";"    3385";"    2780";"     605";"      14"
"1488";"T001235";"GM1719";"2020JJ00";"   11761";"    8412";"    3337";"    2709";"     628";"      12"
"1489";"T001235";"GM1719";"2021JJ00";"   11845";"    8484";"    3358";"    2715";"     643";"       3"
"1494";"T001235";"GM0303";"2016JJ00";"   16495";"   10618";"    5821";"    4373";"    1448";"      56"
"1495";"T001235";"GM0303";"2017JJ00";"   16603";"   10565";"    5978";"    4343";"    1635";"      60"
"1496";"T001235";"GM0303";"2018JJ00";"   16901";"   10647";"    6186";"    4318";"    1868";"      68"
"1497";"T001235";"GM0303";"2019JJ00";"   17140";"   11385";"    5729";"    4490";"    1239";"      26"
"1498";"T001235";"GM0303";"2020JJ00";"   17390";"   11585";"    5768";"    4454";"    1314";"      37"
"1499";"T001235";"GM0303";"2021JJ00";"   17730";"   11850";"    5870";"    4444";"    1426";"      10"
"1504";"T001235";"GM0225";"2016JJ00";"    7662";"    4847";"    2746";"    1963";"     783";"      69"
"1505";"T001235";"GM0225";"2017JJ00";"    7807";"    4888";"    2852";"    1978";"     874";"      67"
"1506";"T001235";"GM0225";"2018JJ00";"    7983";"    5066";"    2755";"    1961";"     794";"     162"
"1507";"T001235";"GM0225";"2019JJ00";"    8047";"    5194";"    2808";"    1968";"     840";"      45"
"1508";"T001235";"GM0225";"2020JJ00";"    8126";"    5241";"    2842";"    1959";"     883";"      43"
"1509";"T001235";"GM0225";"2021JJ00";"    8202";"    5329";"    2866";"    1928";"     938";"       7"
"1514";"T001235";"GM0226";"2016JJ00";"   10635";"    6831";"    3758";"    2711";"    1047";"      46"
"1515";"T001235";"GM0226";"2017JJ00";"   10645";"    6817";"    3783";"    2716";"    1067";"      45"
"1516";"T001235";"GM0226";"2018JJ00";"   10678";"    6992";"    3638";"    2842";"     796";"      48"
"1517";"T001235";"GM0226";"2019JJ00";"   10708";"    7140";"    3547";"    2870";"     677";"      21"
"1518";"T001235";"GM0226";"2020JJ00";"   10743";"    7181";"    3542";"    2869";"     673";"      20"
"1519";"T001235";"GM0226";"2021JJ00";"   10760";"    7214";"    3539";"    2870";"     669";"       7"
"1524";"T001235";"GM1711";"2016JJ00";"   14450";"   10051";"    4148";"    2749";"    1399";"     251"
"1525";"T001235";"GM1711";"2017JJ00";"   14497";"   10058";"    4176";"    2774";"    1402";"     263"
"1526";"T001235";"GM1711";"2018JJ00";"   14532";"   10180";"    4083";"    2804";"    1279";"     269"
"1527";"T001235";"GM1711";"2019JJ00";"   14540";"   10242";"    4277";"    2817";"    1460";"      21"
"1528";"T001235";"GM1711";"2020JJ00";"   14595";"   10285";"    4283";"    2790";"    1493";"      27"
"1529";"T001235";"GM1711";"2021JJ00";"   14713";"   10358";"    4327";"    2774";"    1553";"      28"
"1534";"T001235";"GM0385";"2016JJ00";"   14939";"   11508";"    3251";"    2505";"     746";"     180"
"1535";"T001235";"GM0385";"2017JJ00";"   14819";"   11582";"    3229";"    2484";"     745";"       8"
"1536";"T001235";"GM0385";"2018JJ00";"   14915";"   11643";"    3262";"    2506";"     756";"      10"
"1537";"T001235";"GM0385";"2019JJ00";"   15029";"   11685";"    3269";"    2554";"     715";"      75"
"1538";"T001235";"GM0385";"2020JJ00";"   15120";"   11733";"    3324";"    2551";"     773";"      63"
"1539";"T001235";"GM0385";"2021JJ00";"   15432";"   11925";"    3501";"    2648";"     853";"       6"
"1544";"T001235";"GM0228";"2016JJ00";"   48915";"   30705";"   15702";"    9693";"    6009";"    2508"
"1545";"T001235";"GM0228";"2017JJ00";"   49703";"   31083";"   16226";"    9782";"    6444";"    2394"
"1546";"T001235";"GM0228";"2018JJ00";"   48007";"   31408";"   15776";"    9807";"    5969";"     823"
"1547";"T001235";"GM0228";"2019JJ00";"   48552";"   31708";"   16522";"   10356";"    6166";"     322"
"1548";"T001235";"GM0228";"2020JJ00";"   49152";"   32304";"   16706";"   10354";"    6352";"     142"
"1549";"T001235";"GM0228";"2021JJ00";"   50056";"   32799";"   17202";"   10366";"    6836";"      55"
"1554";"T001235";"GM0317";"2016JJ00";"    3665";"    2560";"    1096";"     838";"     258";"       9"
"1555";"T001235";"GM0317";"2017JJ00";"    3687";"    2562";"    1120";"     833";"     287";"       5"
"1556";"T001235";"GM0317";"2018JJ00";"    3812";"    2711";"    1098";"     854";"     244";"       3"
"1557";"T001235";"GM0317";"2019JJ00";"    3910";"    2809";"    1073";"     847";"     226";"      28"
"1558";"T001235";"GM0317";"2020JJ00";"    4008";"    2854";"    1094";"     872";"     222";"      60"
"1559";"T001235";"GM0317";"2021JJ00";"    4091";"    2923";"    1141";"     870";"     271";"      27"
"1564";"T001235";"GM1979";"2016JJ00";"";"";"";"";"";""
"1565";"T001235";"GM1979";"2017JJ00";"";"";"";"";"";""
"1566";"T001235";"GM1979";"2018JJ00";"";"";"";"";"";""
"1567";"T001235";"GM1979";"2019JJ00";"";"";"";"";"";""
"1568";"T001235";"GM1979";"2020JJ00";"";"";"";"";"";""
"1569";"T001235";"GM1979";"2021JJ00";"   23083";"   13343";"    9734";"    7371";"    2363";"       6"
"1574";"T001235";"GM1651";"2016JJ00";"    7471";"    4480";"    2985";"    2388";"     597";"       6"
"1575";"T001235";"GM1651";"2017JJ00";"    7410";"    4473";"    2932";"    2321";"     611";"       5"
"1576";"T001235";"GM1651";"2018JJ00";"    7410";"    4560";"    2842";"    2290";"     552";"       8"
"1577";"T001235";"GM1651";"2019JJ00";"";"";"";"";"";""
"1578";"T001235";"GM1651";"2020JJ00";"";"";"";"";"";""
"1579";"T001235";"GM1651";"2021JJ00";"";"";"";"";"";""
"1584";"T001235";"GM0770";"2016JJ00";"    8008";"    5847";"    1988";"    1444";"     544";"     173"
"1585";"T001235";"GM0770";"2017JJ00";"    8035";"    5870";"    1999";"    1431";"     568";"     166"
"1586";"T001235";"GM0770";"2018JJ00";"    8071";"    5931";"    1979";"    1424";"     555";"     161"
"1587";"T001235";"GM0770";"2019JJ00";"    8277";"    6106";"    2164";"    1436";"     728";"       7"
"1588";"T001235";"GM0770";"2020JJ00";"    8402";"    6157";"    2233";"    1453";"     780";"      12"
"1589";"T001235";"GM0770";"2021JJ00";"    8511";"    6259";"    2250";"    1416";"     834";"       2"
"1594";"T001235";"GM1903";"2016JJ00";"   10888";"    8016";"    2755";"    1219";"    1536";"     117"
"1595";"T001235";"GM1903";"2017JJ00";"   10979";"    8078";"    2768";"    1217";"    1551";"     133"
"1596";"T001235";"GM1903";"2018JJ00";"   11181";"    8535";"    2480";"    1175";"    1305";"     166"
"1597";"T001235";"GM1903";"2019JJ00";"   11208";"    8552";"    2606";"    1187";"    1419";"      50"
"1598";"T001235";"GM1903";"2020JJ00";"   11326";"    8665";"    2615";"    1176";"    1439";"      46"
"1599";"T001235";"GM1903";"2021JJ00";"   11367";"    8690";"    2646";"    1191";"    1455";"      31"
"1604";"T001235";"GM0772";"2016JJ00";"  106732";"   47577";"   56468";"   40782";"   15686";"    2687"
"1605";"T001235";"GM0772";"2017JJ00";"  107812";"   48090";"   57360";"   40827";"   16533";"    2362"
"1606";"T001235";"GM0772";"2018JJ00";"  109468";"   49101";"   58878";"   40062";"   18816";"    1489"
"1607";"T001235";"GM0772";"2019JJ00";"  111295";"   49932";"   61098";"   41833";"   19265";"     265"
"1608";"T001235";"GM0772";"2020JJ00";"  112965";"   50238";"   62550";"   42321";"   20229";"     177"
"1609";"T001235";"GM0772";"2021JJ00";"  114398";"   50522";"   63756";"   42662";"   21094";"     120"
"1614";"T001235";"GM0230";"2016JJ00";"    9170";"    5868";"    3101";"    2352";"     749";"     201"
"1615";"T001235";"GM0230";"2017JJ00";"    9186";"    5841";"    3144";"    2352";"     792";"     201"
"1616";"T001235";"GM0230";"2018JJ00";"    9274";"    5989";"    3081";"    2393";"     688";"     204"
"1617";"T001235";"GM0230";"2019JJ00";"    9268";"    6018";"    3249";"    2481";"     768";"       1"
"1618";"T001235";"GM0230";"2020JJ00";"    9356";"    6061";"    3294";"    2481";"     813";"       1"
"1619";"T001235";"GM0230";"2021JJ00";"    9595";"    6210";"    3385";"    2557";"     828";"       0"
"1624";"T001235";"GM0114";"2016JJ00";"   49118";"   30203";"   18275";"   13578";"    4697";"     640"
"1625";"T001235";"GM0114";"2017JJ00";"   48789";"   30040";"   18195";"   13620";"    4575";"     554"
"1626";"T001235";"GM0114";"2018JJ00";"   48923";"   30082";"   18313";"   13627";"    4686";"     528"
"1627";"T001235";"GM0114";"2019JJ00";"   49187";"   30553";"   18579";"   14183";"    4396";"      55"
"1628";"T001235";"GM0114";"2020JJ00";"   49308";"   30602";"   18651";"   14182";"    4469";"      55"
"1629";"T001235";"GM0114";"2021JJ00";"   49528";"   30856";"   18651";"   14063";"    4588";"      21"
"1634";"T001235";"GM0388";"2016JJ00";"    8642";"    5097";"    3404";"    2605";"     799";"     141"
"1635";"T001235";"GM0388";"2017JJ00";"    8689";"    5135";"    3411";"    2591";"     820";"     143"
"1636";"T001235";"GM0388";"2018JJ00";"    8717";"    5266";"    3310";"    2553";"     757";"     141"
"1637";"T001235";"GM0388";"2019JJ00";"    8754";"    5321";"    3375";"    2678";"     697";"      58"
"1638";"T001235";"GM0388";"2020JJ00";"    8824";"    5353";"    3411";"    2646";"     765";"      60"
"1639";"T001235";"GM0388";"2021JJ00";"    8880";"    5382";"    3483";"    2575";"     908";"      15"
"1644";"T001235";"GM0153";"2016JJ00";"   75056";"   35590";"   38201";"   28587";"    9614";"    1265"
"1645";"T001235";"GM0153";"2017JJ00";"   74564";"   35143";"   38172";"   29194";"    8978";"    1249"
"1646";"T001235";"GM0153";"2018JJ00";"   73672";"   35734";"   36992";"   27976";"    9016";"     946"
"1647";"T001235";"GM0153";"2019JJ00";"   74588";"   36381";"   38081";"   28233";"    9848";"     126"
"1648";"T001235";"GM0153";"2020JJ00";"   75222";"   36490";"   38567";"   28177";"   10390";"     165"
"1649";"T001235";"GM0153";"2021JJ00";"   75925";"   36457";"   39402";"   28251";"   11151";"      66"
"1654";"T001235";"GM0232";"2016JJ00";"   14097";"    8818";"    5115";"    3774";"    1341";"     164"
"1655";"T001235";"GM0232";"2017JJ00";"   14177";"    8828";"    5183";"    3807";"    1376";"     166"
"1656";"T001235";"GM0232";"2018JJ00";"   14243";"    9043";"    5052";"    3828";"    1224";"     148"
"1657";"T001235";"GM0232";"2019JJ00";"   14349";"    9296";"    5038";"    3990";"    1048";"      15"
"1658";"T001235";"GM0232";"2020JJ00";"   14586";"    9434";"    5132";"    4043";"    1089";"      20"
"1659";"T001235";"GM0232";"2021JJ00";"   14697";"    9489";"    5204";"    4029";"    1175";"       4"
"1664";"T001235";"GM0233";"2016JJ00";"   10785";"    6600";"    4053";"    2662";"    1391";"     132"
"1665";"T001235";"GM0233";"2017JJ00";"   10861";"    6647";"    4081";"    2694";"    1387";"     133"
"1666";"T001235";"GM0233";"2018JJ00";"   10948";"    6765";"    4058";"    2703";"    1355";"     125"
"1667";"T001235";"GM0233";"2019JJ00";"   11002";"    6898";"    4078";"    2725";"    1353";"      26"
"1668";"T001235";"GM0233";"2020JJ00";"   11156";"    6982";"    4140";"    2754";"    1386";"      34"
"1669";"T001235";"GM0233";"2021JJ00";"   11360";"    7078";"    4257";"    2753";"    1504";"      25"
"1674";"T001235";"GM0777";"2016JJ00";"   18408";"   11568";"    6788";"    5090";"    1698";"      52"
"1675";"T001235";"GM0777";"2017JJ00";"   18513";"   11627";"    6818";"    5082";"    1736";"      68"
"1676";"T001235";"GM0777";"2018JJ00";"   18732";"   11727";"    6922";"    5098";"    1824";"      83"
"1677";"T001235";"GM0777";"2019JJ00";"   18967";"   12167";"    6791";"    5318";"    1473";"       9"
"1678";"T001235";"GM0777";"2020JJ00";"   19093";"   12236";"    6843";"    5336";"    1507";"      14"
"1679";"T001235";"GM0777";"2021JJ00";"   19154";"   12280";"    6864";"    5199";"    1665";"      10"
"1684";"T001235";"GM1722";"2016JJ00";"    3860";"    2643";"    1106";"     760";"     346";"     111"
"1685";"T001235";"GM1722";"2017JJ00";"    3853";"    2636";"    1107";"     761";"     346";"     110"
"1686";"T001235";"GM1722";"2018JJ00";"    3847";"    2691";"    1050";"     763";"     287";"     106"
"1687";"T001235";"GM1722";"2019JJ00";"";"";"";"";"";""
"1688";"T001235";"GM1722";"2020JJ00";"";"";"";"";"";""
"1689";"T001235";"GM1722";"2021JJ00";"";"";"";"";"";""
"1694";"T001235";"GM0070";"2016JJ00";"    9501";"    5970";"    3417";"    2558";"     859";"     114"
"1695";"T001235";"GM0070";"2017JJ00";"    9497";"    5991";"    3439";"    2563";"     876";"      67"
"1696";"T001235";"GM0070";"2018JJ00";"";"";"";"";"";""
"1697";"T001235";"GM0070";"2019JJ00";"";"";"";"";"";""
"1698";"T001235";"GM0070";"2020JJ00";"";"";"";"";"";""
"1699";"T001235";"GM0070";"2021JJ00";"";"";"";"";"";""
"1704";"T001235";"GM1921";"2016JJ00";"";"";"";"";"";""
"1705";"T001235";"GM1921";"2017JJ00";"";"";"";"";"";""
"1706";"T001235";"GM1921";"2018JJ00";"";"";"";"";"";""
"1707";"T001235";"GM1921";"2019JJ00";"";"";"";"";"";""
"1708";"T001235";"GM1921";"2020JJ00";"";"";"";"";"";""
"1709";"T001235";"GM1921";"2021JJ00";"";"";"";"";"";""
"1714";"T001235";"GM1940";"2016JJ00";"   22818";"   15340";"    7310";"    5599";"    1711";"     168"
"1715";"T001235";"GM1940";"2017JJ00";"   22887";"   15393";"    7307";"    5515";"    1792";"     187"
"1716";"T001235";"GM1940";"2018JJ00";"   23086";"   15709";"    7186";"    5536";"    1650";"     191"
"1717";"T001235";"GM1940";"2019JJ00";"   23209";"   16022";"    7133";"    5593";"    1540";"      54"
"1718";"T001235";"GM1940";"2020JJ00";"   23347";"   16139";"    7135";"    5562";"    1573";"      73"
"1719";"T001235";"GM1940";"2021JJ00";"   23460";"   16265";"    7118";"    5496";"    1622";"      77"
"1724";"T001235";"GM0653";"2016JJ00";"";"";"";"";"";""
"1725";"T001235";"GM0653";"2017JJ00";"";"";"";"";"";""
"1726";"T001235";"GM0653";"2018JJ00";"";"";"";"";"";""
"1727";"T001235";"GM0653";"2019JJ00";"";"";"";"";"";""
"1728";"T001235";"GM0653";"2020JJ00";"";"";"";"";"";""
"1729";"T001235";"GM0653";"2021JJ00";"";"";"";"";"";""
"1734";"T001235";"GM0779";"2016JJ00";"    9553";"    5949";"    3582";"    3030";"     552";"      22"
"1735";"T001235";"GM0779";"2017JJ00";"    9594";"    5954";"    3616";"    3020";"     596";"      24"
"1736";"T001235";"GM0779";"2018JJ00";"    9614";"    5930";"    3657";"    3008";"     649";"      27"
"1737";"T001235";"GM0779";"2019JJ00";"    9638";"    6045";"    3588";"    2991";"     597";"       5"
"1738";"T001235";"GM0779";"2020JJ00";"    9639";"    6040";"    3594";"    3006";"     588";"       5"
"1739";"T001235";"GM0779";"2021JJ00";"    9648";"    6059";"    3587";"    3058";"     529";"       2"
"1744";"T001235";"GM0236";"2016JJ00";"   10630";"    7561";"    2949";"    2156";"     793";"     120"
"1745";"T001235";"GM0236";"2017JJ00";"   10808";"    7590";"    3077";"    2133";"     944";"     141"
"1746";"T001235";"GM0236";"2018JJ00";"   10940";"    7657";"    3178";"    2183";"     995";"     105"
"1747";"T001235";"GM0236";"2019JJ00";"";"";"";"";"";""
"1748";"T001235";"GM0236";"2020JJ00";"";"";"";"";"";""
"1749";"T001235";"GM0236";"2021JJ00";"";"";"";"";"";""
"1754";"T001235";"GM1771";"2016JJ00";"   17305";"   11148";"    6142";"    4787";"    1355";"      15"
"1755";"T001235";"GM1771";"2017JJ00";"   17354";"   11104";"    6233";"    4767";"    1466";"      17"
"1756";"T001235";"GM1771";"2018JJ00";"   17429";"   11331";"    6077";"    4736";"    1341";"      21"
"1757";"T001235";"GM1771";"2019JJ00";"   17640";"   11633";"    5995";"    4725";"    1270";"      12"
"1758";"T001235";"GM1771";"2020JJ00";"   17746";"   11683";"    6048";"    4720";"    1328";"      15"
"1759";"T001235";"GM1771";"2021JJ00";"   18078";"   11865";"    6206";"    4698";"    1508";"       7"
"1764";"T001235";"GM1652";"2016JJ00";"   12451";"    8236";"    4131";"    2639";"    1492";"      84"
"1765";"T001235";"GM1652";"2017JJ00";"   12597";"    8280";"    4238";"    2683";"    1555";"      79"
"1766";"T001235";"GM1652";"2018JJ00";"   12683";"    8519";"    4073";"    2700";"    1373";"      91"
"1767";"T001235";"GM1652";"2019JJ00";"   12754";"    8611";"    4123";"    2693";"    1430";"      20"
"1768";"T001235";"GM1652";"2020JJ00";"   12635";"    8566";"    4049";"    2757";"    1292";"      20"
"1769";"T001235";"GM1652";"2021JJ00";"   12649";"    8650";"    3992";"    2730";"    1262";"       7"
"1774";"T001235";"GM0907";"2016JJ00";"    7277";"    4716";"    2487";"    1700";"     787";"      74"
"1775";"T001235";"GM0907";"2017JJ00";"    7361";"    4740";"    2565";"    1747";"     818";"      56"
"1776";"T001235";"GM0907";"2018JJ00";"    7387";"    4847";"    2510";"    1752";"     758";"      30"
"1777";"T001235";"GM0907";"2019JJ00";"    7408";"    4938";"    2446";"    1780";"     666";"      24"
"1778";"T001235";"GM0907";"2020JJ00";"    7450";"    4929";"    2509";"    1806";"     703";"      12"
"1779";"T001235";"GM0907";"2021JJ00";"    7490";"    4973";"    2509";"    1805";"     704";"       8"
"1784";"T001235";"GM0689";"2016JJ00";"    5883";"    4341";"    1537";"    1213";"     324";"       5"
"1785";"T001235";"GM0689";"2017JJ00";"    5909";"    4354";"    1547";"    1206";"     341";"       8"
"1786";"T001235";"GM0689";"2018JJ00";"    5926";"    4417";"    1497";"    1196";"     301";"      12"
"1787";"T001235";"GM0689";"2019JJ00";"";"";"";"";"";""
"1788";"T001235";"GM0689";"2020JJ00";"";"";"";"";"";""
"1789";"T001235";"GM0689";"2021JJ00";"";"";"";"";"";""
"1794";"T001235";"GM0784";"2016JJ00";"   11138";"    6899";"    4109";"    3300";"     809";"     130"
"1795";"T001235";"GM0784";"2017JJ00";"   11149";"    6960";"    4110";"    3294";"     816";"      79"
"1796";"T001235";"GM0784";"2018JJ00";"   11199";"    7134";"    4007";"    3310";"     697";"      58"
"1797";"T001235";"GM0784";"2019JJ00";"   11270";"    7226";"    4029";"    3368";"     661";"      15"
"1798";"T001235";"GM0784";"2020JJ00";"   11301";"    7235";"    4050";"    3360";"     690";"      16"
"1799";"T001235";"GM0784";"2021JJ00";"   11392";"    7277";"    4096";"    3356";"     740";"      19"
"1804";"T001235";"GM0511";"2016JJ00";"";"";"";"";"";""
"1805";"T001235";"GM0511";"2017JJ00";"";"";"";"";"";""
"1806";"T001235";"GM0511";"2018JJ00";"";"";"";"";"";""
"1807";"T001235";"GM0511";"2019JJ00";"";"";"";"";"";""
"1808";"T001235";"GM0511";"2020JJ00";"";"";"";"";"";""
"1809";"T001235";"GM0511";"2021JJ00";"";"";"";"";"";""
"1814";"T001235";"GM1924";"2016JJ00";"   20915";"   12968";"    7830";"    6415";"    1415";"     117"
"1815";"T001235";"GM1924";"2017JJ00";"   21089";"   13029";"    7933";"    6409";"    1524";"     127"
"1816";"T001235";"GM1924";"2018JJ00";"   21374";"   13422";"    7796";"    6408";"    1388";"     156"
"1817";"T001235";"GM1924";"2019JJ00";"   21597";"   13774";"    7790";"    6440";"    1350";"      33"
"1818";"T001235";"GM1924";"2020JJ00";"   21855";"   14001";"    7805";"    6426";"    1379";"      49"
"1819";"T001235";"GM1924";"2021JJ00";"   22098";"   14249";"    7824";"    6389";"    1435";"      25"
"1824";"T001235";"GM0664";"2016JJ00";"   17748";"   10280";"    7238";"    5381";"    1857";"     230"
"1825";"T001235";"GM0664";"2017JJ00";"   17939";"   10353";"    7311";"    5331";"    1980";"     275"
"1826";"T001235";"GM0664";"2018JJ00";"   18062";"   10592";"    7128";"    5264";"    1864";"     342"
"1827";"T001235";"GM0664";"2019JJ00";"   18251";"   10892";"    7205";"    5279";"    1926";"     154"
"1828";"T001235";"GM0664";"2020JJ00";"   18553";"   11033";"    7285";"    5300";"    1985";"     235"
"1829";"T001235";"GM0664";"2021JJ00";"   18633";"   11081";"    7463";"    5327";"    2136";"      89"
"1834";"T001235";"GM0785";"2016JJ00";"    9906";"    6857";"    2989";"    2476";"     513";"      60"
"1835";"T001235";"GM0785";"2017JJ00";"    9961";"    6887";"    3026";"    2454";"     572";"      48"
"1836";"T001235";"GM0785";"2018JJ00";"   10164";"    7132";"    2980";"    2479";"     501";"      52"
"1837";"T001235";"GM0785";"2019JJ00";"   10291";"    7292";"    2987";"    2547";"     440";"      12"
"1838";"T001235";"GM0785";"2020JJ00";"   10363";"    7332";"    3022";"    2534";"     488";"       9"
"1839";"T001235";"GM0785";"2021JJ00";"   10423";"    7407";"    3010";"    2532";"     478";"       6"
"1844";"T001235";"GM1942";"2016JJ00";"   26133";"   16230";"    9364";"    5875";"    3489";"     539"
"1845";"T001235";"GM1942";"2017JJ00";"   26249";"   16345";"    9387";"    5822";"    3565";"     517"
"1846";"T001235";"GM1942";"2018JJ00";"   26342";"   16498";"    9268";"    5792";"    3476";"     576"
"1847";"T001235";"GM1942";"2019JJ00";"   26508";"   16868";"    9518";"    5953";"    3565";"     122"
"1848";"T001235";"GM1942";"2020JJ00";"   26679";"   16946";"    9684";"    5977";"    3707";"      49"
"1849";"T001235";"GM1942";"2021JJ00";"   26896";"   17043";"    9828";"    5956";"    3872";"      25"
"1854";"T001235";"GM0512";"2016JJ00";"   16092";"    7523";"    8450";"    6966";"    1484";"     119"
