"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1";"Bevolkingsdichtheid_2";"LevendGeborenKinderen_3";"LevendGeborenKinderenRelatief_4";"Overledenen_5";"OverledenenRelatief_6";"Geboorteoverschot_7";"TotaalVestiging_8";"TotaalVestigingRelatief_9";"Immigratie_10";"UitAndereGemeente_11";"TotaalVertrekInclusiefCorrecties_12";"TotaalVertrekInclusiefCoRelatief_13";"EmigratieInclusiefAdministratieveC_14";"SaldoAdministratieveCorrecties_15";"NaarAndereGemeente_16";"VestigingsoverschotInclusiefCorrecties_17";"TotaleGroei_18";"TotaleGroeiRelatief_19";"BevolkingOp31December_20"
"3533";"T001038";"GM1680";"2016JJ00";"   25243";"      91";"     136";"     5.4";"     274";"    10.8";"    -138";"    1457";"    57.7";"      83";"    1374";"    1280";"    50.7";"      92";"      -4";"    1188";"     177";"      43";"     1.7";"   25286"
"3534";"T001038";"GM1680";"2017JJ00";"   25286";"      92";"     164";"     6.5";"     265";"    10.5";"    -101";"    1682";"    66.4";"      90";"    1592";"    1472";"    58.1";"      79";"     -13";"    1393";"     210";"     104";"     4.1";"   25390"
"3535";"T001038";"GM1680";"2018JJ00";"   25390";"      92";"     162";"     6.4";"     283";"    11.1";"    -121";"    1501";"    59.1";"      87";"    1414";"    1384";"    54.5";"      81";"      -9";"    1303";"     117";"      -4";"    -0.2";"   25386"
"3536";"T001038";"GM1680";"2019JJ00";"   25386";"      92";"     176";"     6.9";"     280";"    11.0";"    -104";"    1512";"    59.5";"     101";"    1411";"    1349";"    53.1";"      44";"       4";"    1305";"     163";"      59";"     2.3";"   25445"
"3537";"T001038";"GM1680";"2020JJ00";"   25445";"      92";"     167";"     6.6";"     274";"    10.8";"    -107";"    1520";"    59.8";"      55";"    1465";"    1459";"    57.4";"      64";"     -12";"    1395";"      61";"     -46";"    -1.8";"   25399"
"3594";"T001038";"GM1000";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3595";"T001038";"GM1000";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3596";"T001038";"GM1000";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3597";"T001038";"GM1000";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3598";"T001038";"GM1000";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3655";"T001038";"GM0738";"2016JJ00";"   13038";"     259";"     152";"    11.6";"     114";"     8.7";"      38";"     461";"    35.3";"      58";"     403";"     465";"    35.6";"      41";"     -13";"     424";"      -4";"      29";"     2.2";"   13067"
"3656";"T001038";"GM0738";"2017JJ00";"   13067";"     259";"     135";"    10.3";"      90";"     6.9";"      45";"     562";"    42.9";"      66";"     496";"     521";"    39.7";"      22";"      -1";"     499";"      41";"      86";"     6.6";"   13153"
"3657";"T001038";"GM0738";"2018JJ00";"   13153";"     261";"     153";"    11.6";"      84";"     6.3";"      69";"     626";"    47.3";"      97";"     529";"     545";"    41.2";"      38";"      -1";"     507";"      81";"     168";"    12.8";"   13321"
"3658";"T001038";"GM0738";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3659";"T001038";"GM0738";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3716";"T001038";"GM0358";"2016JJ00";"   31299";"    1555";"     260";"     8.3";"     243";"     7.8";"      17";"    1748";"    55.8";"     316";"    1432";"    1691";"    54.0";"     228";"     -60";"    1463";"      57";"      74";"     2.4";"   31373"
"3717";"T001038";"GM0358";"2017JJ00";"   31373";"    1559";"     249";"     7.9";"     274";"     8.7";"     -25";"    1797";"    57.2";"     309";"    1488";"    1647";"    52.4";"     265";"     -50";"    1382";"     150";"     126";"     4.0";"   31499"
"3718";"T001038";"GM0358";"2018JJ00";"   31499";"    1566";"     281";"     8.9";"     279";"     8.8";"       2";"    1674";"    53.0";"     301";"    1373";"    1447";"    45.8";"     262";"     -50";"    1185";"     227";"     229";"     7.3";"   31728"
"3719";"T001038";"GM0358";"2019JJ00";"   31728";"    1577";"     236";"     7.4";"     270";"     8.5";"     -34";"    1626";"    51.1";"     353";"    1273";"    1461";"    46.0";"     229";"     -40";"    1232";"     165";"     131";"     4.1";"   31859"
"3720";"T001038";"GM0358";"2020JJ00";"   31859";"    1583";"     271";"     8.5";"     277";"     8.7";"      -6";"    1865";"    58.4";"     327";"    1538";"    1725";"    54.0";"     220";"     -28";"    1505";"     140";"     132";"     4.1";"   31991"
"3777";"T001038";"GM0197";"2016JJ00";"   26912";"     279";"     234";"     8.7";"     255";"     9.5";"     -21";"    1262";"    46.8";"     288";"     974";"    1103";"    40.9";"      71";"      -1";"    1032";"     159";"     135";"     5.0";"   27047"
"3778";"T001038";"GM0197";"2017JJ00";"   27047";"     280";"     219";"     8.1";"     268";"     9.9";"     -49";"    1171";"    43.4";"     140";"    1031";"    1208";"    44.7";"      99";"     -30";"    1109";"     -37";"     -85";"    -3.1";"   26962"
"3779";"T001038";"GM0197";"2018JJ00";"   26962";"     279";"     220";"     8.2";"     277";"    10.3";"     -57";"     944";"    35.0";"     124";"     820";"     836";"    31.0";"     116";"      -7";"     720";"     108";"      49";"     1.8";"   27011"
"3780";"T001038";"GM0197";"2019JJ00";"   27011";"     280";"     240";"     8.9";"     256";"     9.5";"     -16";"     950";"    35.1";"     123";"     827";"     823";"    30.4";"      98";"     -25";"     725";"     127";"     110";"     4.1";"   27121"
"3781";"T001038";"GM0197";"2020JJ00";"   27121";"     281";"     254";"     9.4";"     289";"    10.7";"     -35";"     824";"    30.4";"     119";"     705";"     790";"    29.1";"      80";"     -12";"     710";"      34";"      -1";"     0.0";"   27120"
"3838";"T001038";"GM0480";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3839";"T001038";"GM0480";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3840";"T001038";"GM0480";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3841";"T001038";"GM0480";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3842";"T001038";"GM0480";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3899";"T001038";"GM0648";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3900";"T001038";"GM0648";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3901";"T001038";"GM0648";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3902";"T001038";"GM0648";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3903";"T001038";"GM0648";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3960";"T001038";"GM0739";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3961";"T001038";"GM0739";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3962";"T001038";"GM0739";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3963";"T001038";"GM0739";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3964";"T001038";"GM0739";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4021";"T001038";"GM0359";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4022";"T001038";"GM0359";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4023";"T001038";"GM0359";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4024";"T001038";"GM0359";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4025";"T001038";"GM0359";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4082";"T001038";"GM0481";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4083";"T001038";"GM0481";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4084";"T001038";"GM0481";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4085";"T001038";"GM0481";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4086";"T001038";"GM0481";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4143";"T001038";"GM0305";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4144";"T001038";"GM0305";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4145";"T001038";"GM0305";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4146";"T001038";"GM0305";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4147";"T001038";"GM0305";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4204";"T001038";"GM0059";"2016JJ00";"   28007";"     274";"     295";"    10.6";"     274";"     9.8";"      21";"     950";"    34.0";"      29";"     921";"    1084";"    38.8";"      61";"     -10";"    1023";"    -134";"    -114";"    -4.1";"   27893"
"4205";"T001038";"GM0059";"2017JJ00";"   27893";"     273";"     269";"     9.6";"     228";"     8.2";"      41";"    1022";"    36.6";"      34";"     988";"    1022";"    36.6";"      43";"      -3";"     979";"       0";"      42";"     1.5";"   27935"
"4206";"T001038";"GM0059";"2018JJ00";"   27935";"     273";"     263";"     9.4";"     252";"     9.0";"      11";"    1024";"    36.7";"      62";"     962";"    1117";"    40.0";"      46";"      -7";"    1071";"     -93";"     -83";"    -3.0";"   27852"
"4207";"T001038";"GM0059";"2019JJ00";"   27852";"     272";"     288";"    10.3";"     234";"     8.4";"      54";"    1090";"    39.1";"      51";"    1039";"    1154";"    41.4";"      65";"      -6";"    1089";"     -64";"      -9";"    -0.3";"   27843"
"4208";"T001038";"GM0059";"2020JJ00";"   27843";"     272";"     277";"     9.9";"     235";"     8.4";"      42";"     997";"    35.8";"      64";"     933";"     982";"    35.2";"      31";"      -6";"     951";"      15";"      57";"     2.0";"   27900"
"4265";"T001038";"GM0001";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4266";"T001038";"GM0001";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4267";"T001038";"GM0001";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4268";"T001038";"GM0001";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4269";"T001038";"GM0001";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4326";"T001038";"GM0002";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4327";"T001038";"GM0002";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4328";"T001038";"GM0002";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4329";"T001038";"GM0002";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4330";"T001038";"GM0002";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4387";"T001038";"GM0360";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4388";"T001038";"GM0360";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4389";"T001038";"GM0360";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4390";"T001038";"GM0360";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4391";"T001038";"GM0360";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4448";"T001038";"GM0482";"2016JJ00";"   19955";"    2270";"     245";"    12.3";"     174";"     8.7";"      71";"     752";"    37.6";"      68";"     684";"     769";"    38.5";"      57";"     -12";"     712";"     -17";"      53";"     2.7";"   20008"
"4449";"T001038";"GM0482";"2017JJ00";"   20008";"    2276";"     236";"    11.8";"     185";"     9.2";"      51";"     790";"    39.5";"      81";"     709";"     832";"    41.6";"      55";"       2";"     777";"     -42";"       6";"     0.3";"   20014"
"4450";"T001038";"GM0482";"2018JJ00";"   20014";"    2279";"     254";"    12.7";"     154";"     7.7";"     100";"     758";"    37.8";"      84";"     674";"     802";"    40.0";"      52";"      -7";"     750";"     -44";"      55";"     2.7";"   20069"
"4451";"T001038";"GM0482";"2019JJ00";"   20069";"    2286";"     226";"    11.2";"     193";"     9.6";"      33";"     848";"    42.2";"      78";"     770";"     785";"    39.0";"      40";"       0";"     745";"      63";"      96";"     4.8";"   20165"
"4452";"T001038";"GM0482";"2020JJ00";"   20165";"    2297";"     205";"    10.2";"     192";"     9.5";"      13";"     821";"    40.7";"      57";"     764";"     864";"    42.9";"      44";"      -4";"     820";"     -43";"     -29";"    -1.4";"   20136"
"4509";"T001038";"GM0613";"2016JJ00";"   24985";"    1150";"     236";"     9.4";"     182";"     7.3";"      54";"    1600";"    63.9";"     100";"    1500";"    1531";"    61.1";"     116";"     -15";"    1415";"      69";"     120";"     4.8";"   25105"
"4510";"T001038";"GM0613";"2017JJ00";"   25105";"    1155";"     229";"     9.1";"     172";"     6.8";"      57";"    1518";"    60.3";"      79";"    1439";"    1461";"    58.1";"     127";"     -21";"    1334";"      57";"     113";"     4.5";"   25218"
"4511";"T001038";"GM0613";"2018JJ00";"   25218";"    1163";"     209";"     8.3";"     191";"     7.6";"      18";"    1384";"    54.8";"     104";"    1280";"    1348";"    53.4";"      80";"     -28";"    1268";"      36";"      53";"     2.1";"   25271"
"4512";"T001038";"GM0613";"2019JJ00";"   25271";"    1165";"     209";"     8.2";"     157";"     6.2";"      52";"    1618";"    63.6";"      97";"    1521";"    1350";"    53.1";"      66";"     -12";"    1284";"     268";"     319";"    12.6";"   25590"
"4513";"T001038";"GM0613";"2020JJ00";"   25590";"    1180";"     226";"     8.8";"     207";"     8.1";"      19";"    1650";"    64.2";"      72";"    1578";"    1447";"    56.3";"      48";"      -5";"    1399";"     203";"     224";"     8.8";"   25814"
"4570";"T001038";"GM0483";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4571";"T001038";"GM0483";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4572";"T001038";"GM0483";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4573";"T001038";"GM0483";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4574";"T001038";"GM0483";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4631";"T001038";"GM0361";"2016JJ00";"  107615";"     974";"    1150";"    10.6";"     979";"     9.1";"     171";"    6581";"    60.9";"    1106";"    5475";"    5997";"    55.5";"     738";"    -109";"    5259";"     584";"     758";"     7.0";"  108373"
"4632";"T001038";"GM0361";"2017JJ00";"  108373";"     981";"    1089";"    10.0";"     862";"     8.0";"     227";"    6110";"    56.4";"     783";"    5327";"    6239";"    57.5";"     620";"     -85";"    5619";"    -129";"      97";"     0.9";"  108470"
"4633";"T001038";"GM0361";"2018JJ00";"  108470";"     982";"    1076";"     9.9";"     898";"     8.3";"     178";"    5635";"    51.9";"     831";"    4804";"    5716";"    52.7";"     735";"    -216";"    4981";"     -81";"      88";"     0.8";"  108558"
"4634";"T001038";"GM0361";"2019JJ00";"  108558";"     983";"    1109";"    10.2";"     899";"     8.2";"     210";"    5850";"    53.7";"     886";"    4964";"    5178";"    47.5";"     584";"     -71";"    4594";"     672";"     878";"     8.1";"  109436"
"4635";"T001038";"GM0361";"2020JJ00";"  109436";"     991";"    1025";"     9.3";"     969";"     8.8";"      56";"    5841";"    53.3";"     734";"    5107";"    5423";"    49.5";"     552";"     -48";"    4871";"     418";"     460";"     4.2";"  109896"
"4692";"T001038";"GM0141";"2016JJ00";"   72425";"    1076";"     705";"     9.7";"     745";"    10.3";"     -40";"    3023";"    41.7";"     599";"    2424";"    2926";"    40.4";"     348";"     -63";"    2578";"      97";"      54";"     0.7";"   72479"
"4693";"T001038";"GM0141";"2017JJ00";"   72479";"    1077";"     657";"     9.1";"     742";"    10.2";"     -85";"    3356";"    46.3";"     490";"    2866";"    3119";"    43.0";"     367";"    -104";"    2752";"     237";"     150";"     2.1";"   72629"
"4694";"T001038";"GM0141";"2018JJ00";"   72629";"    1080";"     639";"     8.8";"     690";"     9.5";"     -51";"    3359";"    46.2";"     658";"    2701";"    3087";"    42.4";"     429";"     -87";"    2658";"     272";"     220";"     3.0";"   72849"
"4695";"T001038";"GM0141";"2019JJ00";"   72849";"    1083";"     713";"     9.8";"     702";"     9.6";"      11";"    3210";"    44.0";"     640";"    2570";"    2958";"    40.5";"     366";"     -95";"    2592";"     252";"     258";"     3.5";"   73107"
"4696";"T001038";"GM0141";"2020JJ00";"   73107";"    1087";"     673";"     9.2";"     795";"    10.9";"    -122";"    3080";"    42.1";"     543";"    2537";"    2929";"    40.1";"     345";"     -82";"    2584";"     151";"      25";"     0.3";"   73132"
"4753";"T001038";"GM0034";"2016JJ00";"  198145";"    1533";"    2359";"    11.8";"     980";"     4.9";"    1379";"   10426";"    52.3";"    2339";"    8087";"    9034";"    45.3";"    1623";"     -92";"    7411";"    1392";"    2769";"    14.0";"  200914"
"4754";"T001038";"GM0034";"2017JJ00";"  200914";"    1555";"    2299";"    11.4";"     942";"     4.7";"    1357";"   10805";"    53.4";"    2165";"    8640";"    9075";"    44.8";"    1511";"     -64";"    7564";"    1730";"    3076";"    15.3";"  203990"
"4755";"T001038";"GM0034";"2018JJ00";"  203990";"    1579";"    2362";"    11.5";"    1016";"     4.9";"    1346";"   11564";"    56.2";"    2469";"    9095";"    8984";"    43.6";"    1495";"      31";"    7489";"    2580";"    3914";"    19.2";"  207904"
"4756";"T001038";"GM0034";"2019JJ00";"  207904";"    1609";"    2558";"    12.2";"    1025";"     4.9";"    1533";"   12209";"    58.2";"    2685";"    9524";"    9733";"    46.4";"    1564";"     -46";"    8169";"    2476";"    3989";"    19.2";"  211893"
"4757";"T001038";"GM0034";"2020JJ00";"  211893";"    1640";"    2503";"    11.7";"    1084";"     5.1";"    1419";"   11748";"    55.1";"    2131";"    9617";"   10348";"    48.5";"    1407";"     -21";"    8941";"    1400";"    2822";"    13.3";"  214715"
"4814";"T001038";"GM0740";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4815";"T001038";"GM0740";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4816";"T001038";"GM0740";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4817";"T001038";"GM0740";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4818";"T001038";"GM0740";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4875";"T001038";"GM0484";"2016JJ00";"  107960";"     854";"    1091";"    10.1";"     842";"     7.8";"     249";"    4880";"    45.0";"     820";"    4060";"    4176";"    38.5";"     612";"     -96";"    3564";"     704";"     955";"     8.8";"  108915"
"4876";"T001038";"GM0484";"2017JJ00";"  108915";"     861";"    1081";"     9.9";"     817";"     7.5";"     264";"    4783";"    43.8";"     738";"    4045";"    4275";"    39.1";"     558";"     -53";"    3717";"     508";"     767";"     7.0";"  109682"
"4877";"T001038";"GM0484";"2018JJ00";"  109682";"     869";"    1062";"     9.6";"     843";"     7.6";"     219";"    5252";"    47.6";"    1026";"    4226";"    4169";"    37.8";"     709";"    -142";"    3460";"    1083";"    1304";"    11.9";"  110986"
"4878";"T001038";"GM0484";"2019JJ00";"  110986";"     879";"    1110";"    10.0";"     869";"     7.8";"     241";"    4918";"    44.1";"     987";"    3931";"    4250";"    38.1";"     719";"     -83";"    3531";"     668";"     911";"     8.2";"  111897"
"4879";"T001038";"GM0484";"2020JJ00";"  111897";"     886";"    1103";"     9.8";"     943";"     8.4";"     160";"    5038";"    44.9";"     772";"    4266";"    4507";"    40.2";"     575";"     -67";"    3932";"     531";"     690";"     6.2";"  112587"
"4936";"T001038";"GM0741";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4937";"T001038";"GM0741";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4938";"T001038";"GM0741";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4939";"T001038";"GM0741";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4940";"T001038";"GM0741";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4997";"T001038";"GM1723";"2016JJ00";"    9924";"     107";"      94";"     9.4";"      69";"     6.9";"      25";"     574";"    57.5";"      84";"     490";"     463";"    46.3";"      50";"      -5";"     413";"     111";"     134";"    13.5";"   10058"
"4998";"T001038";"GM1723";"2017JJ00";"   10058";"     108";"      80";"     7.9";"      88";"     8.7";"      -8";"     560";"    55.6";"      65";"     495";"     527";"    52.3";"      54";"      -4";"     473";"      33";"      25";"     2.5";"   10083"
"4999";"T001038";"GM1723";"2018JJ00";"   10083";"     108";"      96";"     9.5";"      76";"     7.5";"      20";"     557";"    55.1";"      79";"     478";"     510";"    50.4";"      48";"     -11";"     462";"      47";"      66";"     6.5";"   10149"
"5000";"T001038";"GM1723";"2019JJ00";"   10149";"     109";"      91";"     8.9";"      94";"     9.2";"      -3";"     548";"    53.9";"      71";"     477";"     492";"    48.3";"      77";"      -4";"     415";"      56";"      54";"     5.3";"   10203"
"5001";"T001038";"GM1723";"2020JJ00";"   10203";"     110";"      90";"     8.7";"     104";"    10.1";"     -14";"     700";"    68.0";"      93";"     607";"     515";"    50.1";"      57";"       7";"     458";"     185";"     170";"    16.7";"   10373"
"5058";"T001038";"GM1959";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5059";"T001038";"GM1959";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5060";"T001038";"GM1959";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5061";"T001038";"GM1959";"2019JJ00";"   55386";"     276";"     563";"    10.1";"     444";"     8.0";"     119";"    1968";"    35.3";"     304";"    1664";"    1507";"    27.1";"     179";"     -33";"    1328";"     461";"     581";"    10.5";"   55967"
"5062";"T001038";"GM1959";"2020JJ00";"   55967";"     279";"     563";"    10.0";"     554";"     9.9";"       9";"    2091";"    37.2";"     304";"    1787";"    1718";"    30.6";"     160";"     -37";"    1558";"     373";"     385";"     6.9";"   56352"
"5119";"T001038";"GM0142";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5120";"T001038";"GM0142";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5121";"T001038";"GM0142";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5122";"T001038";"GM0142";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5123";"T001038";"GM0142";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5180";"T001038";"GM1679";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5181";"T001038";"GM1679";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5182";"T001038";"GM1679";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5183";"T001038";"GM1679";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5184";"T001038";"GM1679";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5241";"T001038";"GM0883";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5242";"T001038";"GM0883";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5243";"T001038";"GM0883";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5244";"T001038";"GM0883";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5245";"T001038";"GM0883";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5302";"T001038";"GM0485";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5303";"T001038";"GM0485";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5304";"T001038";"GM0485";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5305";"T001038";"GM0485";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5306";"T001038";"GM0485";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5363";"T001038";"GM0060";"2016JJ00";"    3611";"      62";"      27";"     7.5";"      32";"     8.8";"      -5";"     212";"    58.5";"      27";"     185";"     185";"    51.1";"      26";"      -2";"     159";"      27";"      22";"     6.1";"    3633"
"5364";"T001038";"GM0060";"2017JJ00";"    3633";"      62";"      36";"     9.9";"      32";"     8.8";"       4";"     226";"    62.0";"      38";"     188";"     209";"    57.4";"      14";"       1";"     195";"      17";"      21";"     5.8";"    3654"
"5365";"T001038";"GM0060";"2018JJ00";"    3654";"      62";"      32";"     8.7";"      50";"    13.6";"     -18";"     242";"    66.1";"      41";"     201";"     205";"    56.0";"      24";"       0";"     181";"      37";"      19";"     5.2";"    3673"
"5366";"T001038";"GM0060";"2019JJ00";"    3673";"      62";"      33";"     8.9";"      26";"     7.0";"       7";"     255";"    69.0";"      70";"     185";"     219";"    59.3";"      55";"     -12";"     164";"      36";"      43";"    11.7";"    3716"
"5367";"T001038";"GM0060";"2020JJ00";"    3716";"      63";"      30";"     8.0";"      23";"     6.2";"       7";"     256";"    68.6";"      56";"     200";"     233";"    62.4";"      57";"     -14";"     176";"      23";"      30";"     8.1";"    3746"
"5424";"T001038";"GM0306";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
