"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1";"Bevolkingsdichtheid_2";"LevendGeborenKinderen_3";"LevendGeborenKinderenRelatief_4";"Overledenen_5";"OverledenenRelatief_6";"Geboorteoverschot_7";"TotaalVestiging_8";"TotaalVestigingRelatief_9";"Immigratie_10";"UitAndereGemeente_11";"TotaalVertrekInclusiefCorrecties_12";"TotaalVertrekInclusiefCoRelatief_13";"EmigratieInclusiefAdministratieveC_14";"SaldoAdministratieveCorrecties_15";"NaarAndereGemeente_16";"VestigingsoverschotInclusiefCorrecties_17";"TotaleGroei_18";"TotaleGroeiRelatief_19";"BevolkingOp31December_20"
"21898";"T001038";"GM0237";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21955";"T001038";"GM0238";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21956";"T001038";"GM0238";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21957";"T001038";"GM0238";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21958";"T001038";"GM0238";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21959";"T001038";"GM0238";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22016";"T001038";"GM0154";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22017";"T001038";"GM0154";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22018";"T001038";"GM0154";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22019";"T001038";"GM0154";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22020";"T001038";"GM0154";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22077";"T001038";"GM0907";"2016JJ00";"   17085";"     358";"     130";"     7.6";"     202";"    11.8";"     -72";"     734";"    42.9";"      94";"     640";"     617";"    36.1";"      49";"      -2";"     568";"     117";"      44";"     2.6";"   17129"
"22078";"T001038";"GM0907";"2017JJ00";"   17129";"     359";"     136";"     8.0";"     188";"    11.0";"     -52";"     751";"    43.9";"      69";"     682";"     778";"    45.5";"      60";"     -16";"     718";"     -27";"     -77";"    -4.5";"   17052"
"22079";"T001038";"GM0907";"2018JJ00";"   17052";"     358";"     164";"     9.6";"     204";"    12.0";"     -40";"     720";"    42.2";"     108";"     612";"     661";"    38.7";"      48";"     -10";"     613";"      59";"      19";"     1.1";"   17071"
"22080";"T001038";"GM0907";"2019JJ00";"   17071";"     358";"      96";"     5.6";"     173";"    10.2";"     -77";"     707";"    41.6";"      78";"     629";"     780";"    45.9";"      42";"       0";"     738";"     -73";"    -150";"    -8.8";"   16921"
"22081";"T001038";"GM0907";"2020JJ00";"   16921";"     355";"     122";"     7.2";"     200";"    11.8";"     -78";"     890";"    52.4";"     170";"     720";"     697";"    41.1";"      72";"      -6";"     625";"     193";"     114";"     6.7";"   17035"
"22138";"T001038";"GM0908";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22139";"T001038";"GM0908";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22140";"T001038";"GM0908";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22141";"T001038";"GM0908";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22142";"T001038";"GM0908";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22199";"T001038";"GM0783";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22200";"T001038";"GM0783";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22201";"T001038";"GM0783";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22202";"T001038";"GM0783";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22203";"T001038";"GM0783";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22260";"T001038";"GM0510";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22261";"T001038";"GM0510";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22262";"T001038";"GM0510";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22263";"T001038";"GM0510";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22264";"T001038";"GM0510";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22321";"T001038";"GM0689";"2016JJ00";"   14544";"     229";"     124";"     8.5";"      98";"     6.7";"      26";"     669";"    45.9";"      48";"     621";"     644";"    44.2";"      35";"      -9";"     609";"      25";"      52";"     3.6";"   14596"
"22322";"T001038";"GM0689";"2017JJ00";"   14596";"     230";"     124";"     8.5";"      96";"     6.6";"      28";"     674";"    46.2";"      70";"     604";"     742";"    50.9";"      45";"      -2";"     697";"     -68";"     -45";"    -3.1";"   14551"
"22323";"T001038";"GM0689";"2018JJ00";"   14551";"     229";"     124";"     8.5";"      92";"     6.3";"      32";"     653";"    44.9";"      70";"     583";"     701";"    48.2";"      58";"     -13";"     643";"     -48";"     -11";"    -0.8";"   14540"
"22324";"T001038";"GM0689";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22325";"T001038";"GM0689";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22382";"T001038";"GM0116";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22383";"T001038";"GM0116";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22384";"T001038";"GM0116";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22385";"T001038";"GM0116";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22386";"T001038";"GM0116";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22443";"T001038";"GM0155";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22444";"T001038";"GM0155";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22445";"T001038";"GM0155";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22446";"T001038";"GM0155";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22447";"T001038";"GM0155";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22504";"T001038";"GM0784";"2016JJ00";"   26152";"     399";"     249";"     9.5";"     244";"     9.3";"       5";"    4322";"   165.1";"    2951";"    1371";"    4278";"   163.4";"     114";"     -31";"    4164";"      44";"      68";"     2.6";"   26220"
"22505";"T001038";"GM0784";"2017JJ00";"   26220";"     400";"     265";"    10.1";"     218";"     8.3";"      47";"    2179";"    83.0";"     885";"    1294";"    2140";"    81.5";"     137";"     -25";"    2003";"      39";"      93";"     3.5";"   26313"
"22506";"T001038";"GM0784";"2018JJ00";"   26313";"     402";"     248";"     9.4";"     227";"     8.6";"      21";"    2276";"    86.3";"    1132";"    1144";"    2182";"    82.7";"     119";"     -30";"    2063";"      94";"     118";"     4.5";"   26431"
"22507";"T001038";"GM0784";"2019JJ00";"   26431";"     404";"     246";"     9.3";"     210";"     7.9";"      36";"    2183";"    82.6";"    1120";"    1063";"    2237";"    84.6";"     149";"     -43";"    2088";"     -54";"       0";"     0.0";"   26431"
"22508";"T001038";"GM0784";"2020JJ00";"   26431";"     404";"     257";"     9.7";"     222";"     8.4";"      35";"    3742";"   140.8";"    2026";"    1716";"    3509";"   132.0";"     124";"     -42";"    3385";"     233";"     292";"    11.0";"   26723"
"22565";"T001038";"GM0511";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22566";"T001038";"GM0511";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22567";"T001038";"GM0511";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22568";"T001038";"GM0511";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22569";"T001038";"GM0511";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22626";"T001038";"GM1924";"2016JJ00";"   48321";"     184";"     475";"     9.8";"     429";"     8.8";"      46";"    1361";"    28.1";"     109";"    1252";"    1072";"    22.1";"     133";"     -14";"     939";"     289";"     332";"     6.9";"   48653"
"22627";"T001038";"GM1924";"2017JJ00";"   48653";"     186";"     478";"     9.8";"     446";"     9.1";"      32";"    1629";"    33.3";"     224";"    1405";"    1185";"    24.2";"     134";"      -9";"    1051";"     444";"     476";"     9.8";"   49129"
"22628";"T001038";"GM1924";"2018JJ00";"   49129";"     189";"     424";"     8.6";"     473";"     9.6";"     -49";"    1687";"    34.2";"     163";"    1524";"    1156";"    23.4";"     122";"     -25";"    1034";"     531";"     482";"     9.8";"   49611"
"22629";"T001038";"GM1924";"2019JJ00";"   49611";"     190";"     508";"    10.2";"     525";"    10.5";"     -17";"    1761";"    35.3";"     183";"    1578";"    1305";"    26.2";"     129";"      -9";"    1176";"     456";"     438";"     8.8";"   50049"
"22630";"T001038";"GM1924";"2020JJ00";"   50049";"     192";"     473";"     9.4";"     558";"    11.1";"     -85";"    1859";"    36.9";"     155";"    1704";"    1233";"    24.5";"      97";"     -10";"    1136";"     626";"     540";"    10.8";"   50589"
"22687";"T001038";"GM0664";"2016JJ00";"   37207";"     402";"     299";"     8.0";"     396";"    10.6";"     -97";"    2028";"    54.5";"     255";"    1773";"    1860";"    49.9";"     143";"     -23";"    1717";"     168";"      67";"     1.8";"   37274"
"22688";"T001038";"GM0664";"2017JJ00";"   37274";"     403";"     336";"     9.0";"     376";"    10.0";"     -40";"    2274";"    60.7";"     232";"    2042";"    1876";"    50.1";"     152";"     -26";"    1724";"     398";"     362";"     9.7";"   37636"
"22689";"T001038";"GM0664";"2018JJ00";"   37636";"     407";"     325";"     8.6";"     448";"    11.9";"    -123";"    1963";"    52.1";"     240";"    1723";"    1824";"    48.5";"     199";"     -88";"    1625";"     139";"      17";"     0.5";"   37653"
"22690";"T001038";"GM0664";"2019JJ00";"   37653";"     407";"     327";"     8.6";"     413";"    10.9";"     -86";"    2332";"    61.6";"     279";"    2053";"    1814";"    47.9";"     166";"     -18";"    1648";"     518";"     429";"    11.4";"   38082"
"22691";"T001038";"GM0664";"2020JJ00";"   38082";"     411";"     346";"     9.0";"     441";"    11.5";"     -95";"    2155";"    56.2";"     274";"    1881";"    1547";"    40.4";"     151";"     -23";"    1396";"     608";"     512";"    13.4";"   38594"
"22748";"T001038";"GM0785";"2016JJ00";"   23111";"     549";"     227";"     9.8";"     197";"     8.5";"      30";"    1185";"    51.0";"      87";"    1098";"    1008";"    43.4";"      57";"     -10";"     951";"     177";"     206";"     8.9";"   23317"
"22749";"T001038";"GM0785";"2017JJ00";"   23317";"     554";"     211";"     9.0";"     188";"     8.0";"      23";"    1293";"    55.2";"      82";"    1211";"    1079";"    46.0";"      55";"      -1";"    1024";"     214";"     237";"    10.2";"   23554"
"22750";"T001038";"GM0785";"2018JJ00";"   23621";"     549";"     213";"     9.0";"     207";"     8.7";"       6";"    1274";"    53.7";"      99";"    1175";"    1113";"    46.9";"      82";"      -4";"    1031";"     161";"     172";"     7.3";"   23793"
"22751";"T001038";"GM0785";"2019JJ00";"   23793";"     553";"     200";"     8.4";"     207";"     8.7";"      -7";"    1167";"    48.9";"      92";"    1075";"    1049";"    44.0";"      67";"      -7";"     982";"     118";"     111";"     4.7";"   23904"
"22752";"T001038";"GM0785";"2020JJ00";"   23904";"     556";"     209";"     8.7";"     260";"    10.9";"     -51";"    1271";"    53.1";"     123";"    1148";"    1170";"    48.9";"      67";"       0";"    1103";"     101";"      48";"     2.0";"   23952"
"22809";"T001038";"GM1942";"2016JJ00";"   56696";"    1363";"     495";"     8.7";"     571";"    10.1";"     -76";"    3738";"    65.8";"     534";"    3204";"    3418";"    60.2";"     398";"     -63";"    3020";"     320";"     239";"     4.2";"   56935"
"22810";"T001038";"GM1942";"2017JJ00";"   56935";"    1369";"     488";"     8.5";"     531";"     9.3";"     -43";"    3907";"    68.4";"     535";"    3372";"    3458";"    60.5";"     393";"     -27";"    3065";"     449";"     402";"     7.1";"   57337"
"22811";"T001038";"GM1942";"2018JJ00";"   57337";"    1379";"     485";"     8.4";"     555";"     9.6";"     -70";"    3890";"    67.6";"     603";"    3287";"    3441";"    59.8";"     382";"     -49";"    3059";"     449";"     378";"     6.6";"   57715"
"22812";"T001038";"GM1942";"2019JJ00";"   57715";"    1388";"     523";"     9.0";"     548";"     9.5";"     -25";"    3928";"    67.9";"     670";"    3258";"    3562";"    61.5";"     424";"     -39";"    3138";"     366";"     340";"     5.9";"   58055"
"22813";"T001038";"GM1942";"2020JJ00";"   58055";"    1396";"     506";"     8.7";"     660";"    11.3";"    -154";"    4413";"    75.7";"     613";"    3800";"    3790";"    65.0";"     380";"     -49";"    3410";"     623";"     469";"     8.1";"   58524"
"22870";"T001038";"GM0156";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22871";"T001038";"GM0156";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22872";"T001038";"GM0156";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22873";"T001038";"GM0156";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22874";"T001038";"GM0156";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22931";"T001038";"GM0512";"2016JJ00";"   35260";"    1869";"     373";"    10.5";"     313";"     8.8";"      60";"    2203";"    62.0";"     321";"    1882";"    1767";"    49.8";"     211";"     -17";"    1556";"     436";"     495";"    14.0";"   35755"
"22932";"T001038";"GM0512";"2017JJ00";"   35755";"    1895";"     393";"    10.9";"     320";"     8.9";"      73";"    2437";"    67.7";"     326";"    2111";"    1979";"    54.9";"     166";"     -29";"    1813";"     458";"     529";"    14.8";"   36284"
"22933";"T001038";"GM0512";"2018JJ00";"   36284";"    1927";"     392";"    10.7";"     330";"     9.0";"      62";"    1936";"    53.1";"     294";"    1642";"    1600";"    43.9";"     165";"       2";"    1435";"     336";"     398";"    11.0";"   36682"
"22934";"T001038";"GM0512";"2019JJ00";"   36682";"    1948";"     356";"     9.7";"     339";"     9.2";"      17";"    1999";"    54.2";"     333";"    1666";"    1675";"    45.5";"     213";"     -34";"    1462";"     324";"     340";"     9.3";"   37022"
"22935";"T001038";"GM0512";"2020JJ00";"   37022";"    1966";"     401";"    10.8";"     335";"     9.0";"      66";"    1985";"    53.3";"     292";"    1693";"    1662";"    44.7";"     218";"     -44";"    1444";"     323";"     388";"    10.5";"   37410"
"22992";"T001038";"GM0239";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22993";"T001038";"GM0239";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22994";"T001038";"GM0239";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22995";"T001038";"GM0239";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22996";"T001038";"GM0239";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23053";"T001038";"GM0513";"2016JJ00";"   71189";"    4232";"     774";"    10.8";"     629";"     8.8";"     145";"    3968";"    55.5";"    1010";"    2958";"    3545";"    49.6";"     703";"    -132";"    2842";"     423";"     563";"     7.9";"   71752"
"23054";"T001038";"GM0513";"2017JJ00";"   71752";"    4266";"     788";"    10.9";"     708";"     9.8";"      80";"    4738";"    65.6";"     946";"    3792";"    3865";"    53.5";"     831";"    -277";"    3034";"     873";"     948";"    13.2";"   72700"
"23055";"T001038";"GM0513";"2018JJ00";"   72700";"    4406";"     767";"    10.5";"     648";"     8.9";"     119";"    4293";"    58.9";"     862";"    3431";"    3934";"    53.9";"     756";"    -246";"    3178";"     359";"     481";"     6.6";"   73181"
"23056";"T001038";"GM0513";"2019JJ00";"   73181";"    4435";"     798";"    10.9";"     696";"     9.5";"     102";"    3886";"    53.0";"     823";"    3063";"    3731";"    50.9";"     675";"     -62";"    3056";"     155";"     246";"     3.4";"   73427"
"23057";"T001038";"GM0513";"2020JJ00";"   73427";"    4450";"     756";"    10.3";"     780";"    10.6";"     -24";"    4161";"    56.6";"     740";"    3421";"    3881";"    52.8";"     496";"     -48";"    3385";"     280";"     254";"     3.5";"   73681"
"23114";"T001038";"GM0514";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23115";"T001038";"GM0514";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23116";"T001038";"GM0514";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23117";"T001038";"GM0514";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23118";"T001038";"GM0514";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23175";"T001038";"GM0515";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23176";"T001038";"GM0515";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23177";"T001038";"GM0515";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23178";"T001038";"GM0515";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23179";"T001038";"GM0515";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23236";"T001038";"GM0516";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23237";"T001038";"GM0516";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23238";"T001038";"GM0516";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23239";"T001038";"GM0516";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23240";"T001038";"GM0516";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23297";"T001038";"GM0693";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23298";"T001038";"GM0693";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23299";"T001038";"GM0693";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23300";"T001038";"GM0693";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23301";"T001038";"GM0693";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23358";"T001038";"GM0665";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23359";"T001038";"GM0665";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23360";"T001038";"GM0665";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23361";"T001038";"GM0665";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23362";"T001038";"GM0665";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23419";"T001038";"GM0389";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23420";"T001038";"GM0389";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23421";"T001038";"GM0389";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23422";"T001038";"GM0389";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23423";"T001038";"GM0389";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23480";"T001038";"GM0365";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23481";"T001038";"GM0365";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23482";"T001038";"GM0365";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23483";"T001038";"GM0365";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23484";"T001038";"GM0365";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23541";"T001038";"GM0157";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23542";"T001038";"GM0157";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23543";"T001038";"GM0157";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23544";"T001038";"GM0157";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23545";"T001038";"GM0157";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23602";"T001038";"GM0909";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23603";"T001038";"GM0909";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23604";"T001038";"GM0909";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23605";"T001038";"GM0909";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23606";"T001038";"GM0909";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23663";"T001038";"GM0786";"2016JJ00";"   12643";"     465";"     104";"     8.3";"     115";"     9.2";"     -11";"    1085";"    86.8";"     281";"     804";"    1348";"   107.8";"     251";"    -210";"    1097";"    -263";"    -273";"   -21.6";"   12370"
"23664";"T001038";"GM0786";"2017JJ00";"   12370";"     455";"     104";"     8.4";"     123";"     9.9";"     -19";"    1083";"    87.4";"     112";"     971";"    1016";"    82.0";"      14";"      15";"    1002";"      67";"      49";"     4.0";"   12419"
"23665";"T001038";"GM0786";"2018JJ00";"   12419";"     457";"      97";"     7.8";"     119";"     9.6";"     -22";"    1021";"    82.0";"      96";"     925";"     937";"    75.3";"      16";"      12";"     921";"      84";"      64";"     5.2";"   12483"
"23666";"T001038";"GM0786";"2019JJ00";"   12483";"     459";"     104";"     8.3";"     124";"    10.0";"     -20";"     880";"    70.6";"     103";"     777";"     908";"    72.9";"      52";"     -27";"     856";"     -28";"     -47";"    -3.8";"   12436"
"23667";"T001038";"GM0786";"2020JJ00";"   12436";"     458";"     102";"     8.2";"     167";"    13.4";"     -65";"    1077";"    86.4";"      79";"     998";"     962";"    77.2";"      52";"     -12";"     910";"     115";"      50";"     4.0";"   12486"
"23724";"T001038";"GM0390";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23725";"T001038";"GM0390";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23726";"T001038";"GM0390";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23727";"T001038";"GM0390";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23728";"T001038";"GM0390";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23785";"T001038";"GM0517";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23786";"T001038";"GM0517";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23787";"T001038";"GM0517";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23788";"T001038";"GM0517";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23789";"T001038";"GM0517";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23846";"T001038";"GM0518";"2016JJ00";"  519988";"    6288";"    6809";"    13.0";"    4271";"     8.2";"    2538";"   36324";"    69.5";"   15515";"   20809";"   33853";"    64.8";"   11795";"   -2946";"   22058";"    2471";"    4894";"     9.4";"  524882"
"23847";"T001038";"GM0518";"2017JJ00";"  524882";"    6348";"    6587";"    12.5";"    4156";"     7.9";"    2431";"   38612";"    73.0";"   17242";"   21370";"   33248";"    62.9";"   10727";"   -1898";"   22521";"    5364";"    7679";"    14.6";"  532561"
"23848";"T001038";"GM0518";"2018JJ00";"  532561";"    6459";"    6556";"    12.2";"    4228";"     7.9";"    2328";"   37518";"    70.1";"   17485";"   20033";"   34226";"    64.0";"   11445";"   -2409";"   22781";"    3292";"    5272";"     9.9";"  537833"
"23849";"T001038";"GM0518";"2019JJ00";"  537833";"    6523";"    6430";"    11.9";"    4091";"     7.6";"    2339";"   40256";"    74.3";"   20003";"   20253";"   34553";"    63.8";"   10623";"   -1232";"   23930";"    5703";"    8005";"    14.9";"  545838"
"23850";"T001038";"GM0518";"2020JJ00";"  545838";"    6620";"    6129";"    11.2";"    4539";"     8.3";"    1590";"   38142";"    69.7";"   16214";"   21928";"   37170";"    67.9";"   12268";"   -2823";"   24902";"     972";"    2482";"     4.5";"  548320"
"23907";"T001038";"GM0787";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23908";"T001038";"GM0787";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23909";"T001038";"GM0787";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23910";"T001038";"GM0787";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23911";"T001038";"GM0787";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23968";"T001038";"GM0666";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
